method,tissue,pmed.pure,v.tot,v.med,v.dir,n.med,pval.cut,n.direct
medfix0.5,gs,0.0944608475883177,223153.400793632,21079.259381182,180396.198376081,3,0.05,13
medfix0.5,groot,0,171724.404965953,0,171724.404965953,0,0.05,7
medfix0.5,l3t,0.146211854414544,192092.951810889,28086.2667042337,152535.451113098,3,0.05,7
medfix0.5,l3b,0.18316163397236,195946.961051815,35889.9655581688,134255.167134954,3,0.05,7
medfix0.5,ld268,0.145244474385756,113015.819012998,16414.9232298186,80438.2258237745,2,0.05,6
medfix0.5,ln268,0.0738345339109645,163554.101895879,12075.9408827086,136376.025628463,1,0.05,10
medfix0.5,kern,0,108081.283277695,0,108081.283277695,0,0.05,6
medfixbic,gs,0.0625662714952641,117889.010070896,7375.87581040359,107786.430923572,1,0.05,8
medfixbic,groot,0.0127530541840748,334628.796576946,4267.53917429753,320127.845305726,1,0.05,23
medfixbic,l3t,0.110804244947277,223889.872592131,24807.9482839131,184623.029460371,3,0.05,10
medfixbic,l3b,0.0907644514886373,268439.243022133,24364.7406509289,212418.552940534,3,0.05,15
medfixbic,ld268,0.0186312003282803,241092.026549469,4491.83384419422,231766.824297999,1,0.05,21
medfixbic,ln268,0.142537825784934,145233.496281495,20701.2667911087,108265.521960006,2,0.05,9
medfixbic,kern,0.0400777786702932,155022.944319791,6212.97525126576,133665.618582057,1,0.05,6
medmix.linear,gs,0,6280.88767642358,0,6280.88767642358,0,0.05,0
medmix.linear,groot,0,692.8470592157,0,692.8470592157,0,0.05,0
medmix.linear,l3t,0,18800.0569066303,0,18800.0569066303,0,0.05,0
medmix.linear,l3b,0,26553.1218370675,0,26553.1218370675,0,0.05,0
medmix.linear,ld268,0,6.46329738657475e-14,0,6.46329738657475e-14,0,0.05,0
medmix.linear,ln268,0,2669.90661113989,0,2669.90661113989,0,0.05,0
medmix.linear,kern,0,1246.82262406897,0,1246.82262406897,0,0.05,0
medmix.shrink,gs,0,6342.29431973867,0,6342.29431973867,0,0.05,0
medmix.shrink,groot,0,3455.68837312769,0,3455.68837312769,0,0.05,0
medmix.shrink,l3t,0,8877.85141849247,0,8877.85141849247,0,0.05,0
medmix.shrink,l3b,0,14236.6713104641,0,14236.6713104641,0,0.05,0
medmix.shrink,ld268,0,6.28937363478148e-14,0,6.28937363478148e-14,0,0.05,0
medmix.shrink,ln268,0,1615.54625865472,0,1615.54625865472,0,0.05,0
medmix.shrink,kern,0,1.2849807237757e-13,0,1.2849807237757e-13,0,0.05,0
