method,tissue,pmed.pure,v.tot,v.med,v.dir,n.med,pval.cut,n.direct
medfix0.5,gs,0.088667596280946,376.21175474878,33.3577919862111,347.196011896319,2,0.05,20
medfix0.5,groot,0.174776543471996,321.5476614836,56.1989888356071,228.114713699632,4,0.05,10
medfix0.5,l3t,0.648025227260221,324.343813175889,210.182973243752,67.5404977118959,6,0.05,4
medfix0.5,l3b,0.0769768366660759,348.672235188372,26.8396856980909,284.041886369147,1,0.05,7
medfix0.5,ld268,0,152.258011031782,0,152.258011031782,0,0.05,5
medfix0.5,ln268,0.0723807110557667,443.473510501378,32.0989280244867,375.902735967972,2,0.05,21
medfix0.5,kern,0.10502629617079,301.660835317823,31.6823202332176,230.747586900215,2,0.05,8
medfixbic,gs,0.0933670955464056,464.539171256563,43.3726731877596,367.223322707355,2,0.05,12
medfixbic,groot,0.0394746462415593,724.589322123747,28.6029071612462,661.661293543469,2,0.05,34
medfixbic,l3t,1,143.779212531452,143.779212531452,0,7,0.05,0
medfixbic,l3b,1,90.0972336512883,90.0972336512883,0,4,0.05,0
medfixbic,ld268,0,492.020837713852,0,492.020837713852,0,0.05,24
medfixbic,ln268,0,532.922817185559,0,532.922817185559,0,0.05,15
medfixbic,kern,0.011229811662988,575.906932127656,6.4673263832028,542.231328946338,1,0.05,12
medmix.linear,gs,0,2.09570621127533,0,2.09570621127533,0,0.05,0
medmix.linear,groot,0,4.90718788004962,0,4.90718788004962,0,0.05,0
medmix.linear,l3t,0,45.1013715081527,0,45.1013715081527,0,0.05,0
medmix.linear,l3b,0.660076048986198,36.9611406614236,24.3971636938156,14.7311704480909,1,0.05,0
medmix.linear,ld268,0,40.0818907805473,0,40.0818907805473,0,0.05,0
medmix.linear,ln268,0,0.925854309626981,0,0.925854309626981,0,0.05,0
medmix.linear,kern,0.776389646651409,52.9919989905256,41.142439371606,14.9549391984642,1,0.05,0
medmix.shrink,gs,0,2.75455406894761,0,2.75455406894761,0,0.05,0
medmix.shrink,groot,0,4.89653941630077,0,4.89653941630077,0,0.05,0
medmix.shrink,l3t,0,27.5164306804946,0,27.5164306804946,0,0.05,0
medmix.shrink,l3b,0.839011349432213,29.6991105567279,24.9178908251368,6.47792269798623,1,0.05,0
medmix.shrink,ld268,0,1.22167288424282e-16,0,1.22167288424282e-16,0,0.05,0
medmix.shrink,ln268,0,10.8743357251529,0,10.8743357251529,0,0.05,0
medmix.shrink,kern,0.539001831156954,79.0990391311446,42.6345269344425,39.6750329604607,1,0.05,0
