method,tissue,pmed.pure,v.tot,v.med,v.dir,n.med,pval.cut,n.direct
medfix0.5,gs,0.0238872311122418,24176.0260101565,577.498320680176,23027.3586081401,1,0.05,14
medfix0.5,groot,0.138790204032407,21404.7605520659,2970.77108428605,16850.8707677773,5,0.05,11
medfix0.5,l3t,0.0872143550696734,24444.5032590142,2131.91158673346,20271.3839338947,2,0.05,10
medfix0.5,l3b,0,22251.0628120732,0,22251.0628120732,0,0.05,19
medfix0.5,ld268,0.111586414385881,9355.97950388238,1044.00020590603,7390.50759253066,1,0.05,7
medfix0.5,ln268,0.0841795014305236,28241.2004038748,2377.33016979768,23641.5006428537,3,0.05,16
medfix0.5,kern,0.154743983517274,10398.4005396953,1609.08992172063,7171.41062038733,3,0.05,8
medfixbic,gs,0.0779419565456308,13230.5090847479,1031.21176416,12028.5064412051,1,0.05,6
medfixbic,groot,0.14011700982356,15500.6937705431,2171.91086131919,11324.8300311701,5,0.05,10
medfixbic,l3t,0.048599114116864,30262.1118649232,1470.7118279407,28776.8659721496,3,0.05,30
medfixbic,l3b,0.0904282607703893,16427.8207214493,1485.53925608842,15482.9767746643,3,0.05,18
medfixbic,ld268,0,11645.0343858209,0,11645.0343858209,0,0.05,9
medfixbic,ln268,0.068788818885787,32059.9952012505,2205.36920337802,29701.4210778588,1,0.05,15
medfixbic,kern,0.590101901661197,5076.31900620444,2995.54549900012,1518.51342060739,5,0.05,1
medmix.linear,gs,0.54382712280891,2066.58148673484,1123.86306398117,955.512270074975,1,0.05,0
medmix.linear,groot,0,124.182793110124,0,124.182793110124,0,0.05,0
medmix.linear,l3t,0,215.359214730101,0,215.359214730101,0,0.05,0
medmix.linear,l3b,0.222001727991555,5463.92955587236,1213.00180302779,3997.17901131513,1,0.05,0
medmix.linear,ld268,0,590.862655617157,0,590.862655617157,0,0.05,0
medmix.linear,ln268,0,291.544611728922,0,291.544611728922,0,0.05,0
medmix.linear,kern,0,714.063921672305,0,714.063921672305,0,0.05,0
medmix.shrink,gs,0.523998586750848,2220.02582460518,1163.2903946435,1066.74798331808,1,0.05,0
medmix.shrink,groot,0.786231043989905,1746.80166803734,1373.38969910431,287.486822310113,1,0.05,0
medmix.shrink,l3t,0,219.826648627223,0,219.826648627223,0,0.05,0
medmix.shrink,l3b,0.504636245756497,2334.1380808643,1177.89067820463,1030.76169897098,1,0.05,0
medmix.shrink,ld268,0,457.898653795833,0,457.898653795833,0,0.05,0
medmix.shrink,ln268,0,282.720634157241,0,282.720634157241,0,0.05,0
medmix.shrink,kern,0,7.01130203800147e-15,0,7.01130203800147e-15,0,0.05,0
