method,tissue,pmed.pure,v.tot,v.med,v.dir,n.med,pval.cut,n.direct
medfix0.5,gs,0.162953782724191,14680.6263825862,2392.26360180298,9760.81784430161,6,0.05,16
medfix0.5,groot,0.0395017068718097,17569.1890675554,694.012956521977,15756.4820809417,1,0.05,14
medfix0.5,l3t,0.0471537474082862,9387.55287738458,442.658297162123,8162.43796093406,1,0.05,10
medfix0.5,l3b,0.0277968698118266,19654.9450381833,546.345948384988,18139.6055379152,2,0.05,31
medfix0.5,ld268,0.111415018465348,8653.43401460795,964.122510526213,6957.49705674385,2,0.05,10
medfix0.5,ln268,0.0511806684900807,10035.8472688636,513.641372084788,8579.4002058827,1,0.05,7
medfix0.5,kern,0.0557541597496175,5721.65744968349,319.006203482243,5054.92371754807,1,0.05,4
medfixbic,gs,0.107172669716613,9413.10030269409,1008.82708974998,7381.78515586581,3,0.05,14
medfixbic,groot,0.0155935736449911,21411.6906795962,333.884775476053,19996.1554555077,1,0.05,28
medfixbic,l3t,0.144355158953443,28568.4036094693,4123.99644409105,26231.8134272609,1,0.05,33
medfixbic,l3b,0.0131397271703796,23590.6866164731,309.975185902382,22504.4997709531,1,0.05,39
medfixbic,ld268,0.0655882564409578,11656.5521329723,764.532930514779,9933.95583866466,2,0.05,14
medfixbic,ln268,0.197878111265355,9873.74935441859,1953.79887335987,6410.78040012068,4,0.05,11
medfixbic,kern,0.0775289256010707,12587.9733061645,975.932045921893,9881.70673534025,2,0.05,8
medmix.linear,gs,0,1722.00180086386,0,1722.00180086386,0,0.05,0
medmix.linear,groot,0,7.87478868967236e-15,0,7.87478868967236e-15,0,0.05,0
medmix.linear,l3t,0,18.7342901070628,0,18.7342901070628,0,0.05,0
medmix.linear,l3b,0,3410.52815497271,0,3410.52815497271,0,0.05,0
medmix.linear,ld268,0,392.352153591609,0,392.352153591609,0,0.05,0
medmix.linear,ln268,0,242.279729186071,0,242.279729186071,0,0.05,0
medmix.linear,kern,0,4.46070759579633e-15,0,4.46070759579633e-15,0,0.05,0
medmix.shrink,gs,0,1558.4848340697,0,1558.4848340697,0,0.05,0
medmix.shrink,groot,0,331.340152851366,0,331.340152851366,0,0.05,0
medmix.shrink,l3t,0,1943.59389494253,0,1943.59389494253,0,0.05,0
medmix.shrink,l3b,0,2252.61748432069,0,2252.61748432069,0,0.05,0
medmix.shrink,ld268,0,423.341574037825,0,423.341574037825,0,0.05,0
medmix.shrink,ln268,0,279.779383985604,0,279.779383985604,0,0.05,0
medmix.shrink,kern,0,5.32417061243748e-15,0,5.32417061243748e-15,0,0.05,0
