method,tissue,pmed.pure,v.tot,v.med,v.dir,n.med,pval.cut,n.direct
medfix0.5,gs,0.0318393353565306,1416.47039129251,45.0994758109584,1321.18008144869,2,0.05,25
medfix0.5,groot,0.0489285958218756,786.487778802579,38.4817426478761,679.118545799889,1,0.05,9
medfix0.5,l3t,0.209102890935597,1116.06623380505,233.372675964239,607.410164210159,4,0.05,8
medfix0.5,l3b,0,1607.25099554391,0,1607.25099554391,0,0.05,15
medfix0.5,ld268,0.244365625882724,942.142052085153,230.227132228223,622.460698312714,2,0.05,9
medfix0.5,ln268,0.0738148911988043,910.925516465543,67.2398678881186,743.19640694703,1,0.05,7
medfix0.5,kern,0.200804817671878,727.064916408383,145.998137975004,439.915446225075,2,0.05,5
medfixbic,gs,0.0129181345328291,1894.59404296987,24.4746207321813,1865.23038425415,1,0.05,26
medfixbic,groot,0,1352.07072911117,0,1352.07072911117,0,0.05,13
medfixbic,l3t,1,326.462336032101,326.462336032101,0,7,0.05,0
medfixbic,l3b,0,1747.32594924536,0,1747.32594924536,0,0.05,12
medfixbic,ld268,0.179505941526458,1335.5095066032,239.731891400344,923.798844649436,3,0.05,20
medfixbic,ln268,0.446208549181681,267.475556854277,119.349880165509,127.647976426849,2,0.05,1
medfixbic,kern,0.0685298522481064,1343.07031337972,92.0404101347299,1194.63358697852,2,0.05,18
medmix.linear,gs,0,6.65220746588489e-16,0,6.65220746588489e-16,0,0.05,0
medmix.linear,groot,0,31.9654309741795,0,31.9654309741795,0,0.05,0
medmix.linear,l3t,0,2.09528816805299,0,2.09528816805299,0,0.05,0
medmix.linear,l3b,0,95.6666682475279,0,95.6666682475279,0,0.05,0
medmix.linear,ld268,0,166.776233024083,0,166.776233024083,0,0.05,0
medmix.linear,ln268,0,6.60806649496683e-16,0,6.60806649496683e-16,0,0.05,0
medmix.linear,kern,0,34.6623812382654,0,34.6623812382654,0,0.05,0
medmix.shrink,gs,0,236.062140557172,0,236.062140557172,0,0.05,0
medmix.shrink,groot,0,154.390019301108,0,154.390019301108,0,0.05,0
medmix.shrink,l3t,0,8.93985537156359,0,8.93985537156359,0,0.05,0
medmix.shrink,l3b,0,270.187828937185,0,270.187828937185,0,0.05,0
medmix.shrink,ld268,0,164.096671872058,0,164.096671872058,0,0.05,0
medmix.shrink,ln268,0,6.60368042310869e-16,0,6.60368042310869e-16,0,0.05,0
medmix.shrink,kern,0,9.37623248534335,0,9.37623248534335,0,0.05,0
