method,tissue,pmed.pure,v.tot,v.med,v.dir,n.med,pval.cut,n.direct
medfix0.5,gs,0.0969394318826289,532392.925254488,51609.867712501,399871.979467237,3,0.05,12
medfix0.5,groot,0,567770.531440749,0,567770.531440749,0,0.05,12
medfix0.5,l3t,0,506840.652933348,0,506840.652933348,0,0.05,20
medfix0.5,l3b,0.0288625181337038,759199.524910085,21912.4100548166,655968.763075654,2,0.05,23
medfix0.5,ld268,0.223615648526221,323186.769049704,72269.6189561436,152032.283959575,6,0.05,15
medfix0.5,ln268,0.205613884322339,176976.667134309,36388.859963907,123669.150804397,3,0.05,12
medfix0.5,kern,0.163880998890483,245930.712530988,40303.3708274266,183291.625712702,2,0.05,6
medfixbic,gs,0.250664739026713,379645.135572087,95163.6488309384,196540.025489736,5,0.05,7
medfixbic,groot,0,1096654.21728388,0,1096654.21728388,0,0.05,34
medfixbic,l3t,0.0200396822229564,917650.599230221,18389.4264002791,850355.492111337,2,0.05,30
medfixbic,l3b,0.012991253107086,1189023.61825024,15446.906774992,1094700.70167879,1,0.05,38
medfixbic,ld268,0.140298769138482,573548.853566926,80468.1981962271,352385.102800068,3,0.05,15
medfixbic,ln268,0.0176523409746263,755728.334621657,13340.3742469279,658503.385279866,1,0.05,20
medfixbic,kern,0.00624148105635284,654725.514638056,4086.45689672429,644942.32141409,1,0.05,50
medmix.linear,gs,0,1574.08861080061,0,1574.08861080061,0,0.05,0
medmix.linear,groot,0,2606.01898927143,0,2606.01898927143,0,0.05,0
medmix.linear,l3t,0,7365.9446567549,0,7365.9446567549,0,0.05,0
medmix.linear,l3b,0,791.116766889076,0,791.116766889076,0,0.05,0
medmix.linear,ld268,0,3.15666881485714e-13,0,3.15666881485714e-13,0,0.05,0
medmix.linear,ln268,0.999999998506948,12101.1869471759,12101.1869291082,3.89414097210143e-13,1,0.05,0
medmix.linear,kern,0,4.11189442874885e-13,0,4.11189442874885e-13,0,0.05,0
medmix.shrink,gs,0,1177.14425651886,0,1177.14425651886,0,0.05,0
medmix.shrink,groot,0,4077.39184127099,0,4077.39184127099,0,0.05,0
medmix.shrink,l3t,0,5441.23761547712,0,5441.23761547712,0,0.05,0
medmix.shrink,l3b,0,3187.25878838949,0,3187.25878838949,0,0.05,0
medmix.shrink,ld268,0,3.15450621348811e-13,0,3.15450621348811e-13,0,0.05,0
medmix.shrink,ln268,0,2744.3132458142,0,2744.3132458142,0,0.05,0
medmix.shrink,kern,0,29585.7610066239,0,29585.7610066239,0,0.05,0
