OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,AC148152.3_FG005,AC148167.6_FG001,AC199068.2_FG017,AC234171.1_FG003,GRMZM2G000816,GRMZM2G008259,GRMZM2G010152,GRMZM2G010491,GRMZM2G010637,GRMZM2G010831,GRMZM2G013600,GRMZM2G014009,GRMZM2G015080,GRMZM2G015267,GRMZM2G018022,GRMZM2G018823,GRMZM2G018869,GRMZM2G019686,GRMZM2G019783,GRMZM2G020606,GRMZM2G020940,GRMZM2G021661,GRMZM2G024607,GRMZM2G028004,GRMZM2G030823,GRMZM2G031718,GRMZM2G031790,GRMZM2G034043,GRMZM2G034645,GRMZM2G040441,GRMZM2G048210,GRMZM2G049866,GRMZM2G055217,GRMZM2G055699,GRMZM2G058089,GRMZM2G058734,GRMZM2G059991,GRMZM2G063756,GRMZM2G065030,GRMZM2G071319,GRMZM2G073888,GRMZM2G074102,GRMZM2G075257,GRMZM2G077258,GRMZM2G078500,GRMZM2G079281,GRMZM2G082564,GRMZM2G083437,GRMZM2G084086,GRMZM2G085872,GRMZM2G087103,GRMZM2G087817,GRMZM2G088291,GRMZM2G089498,GRMZM2G090374,GRMZM2G091003,GRMZM2G091435,GRMZM2G092648,GRMZM2G095868,GRMZM2G096365,GRMZM2G099989,GRMZM2G101080,GRMZM2G102923,GRMZM2G106056,GRMZM2G106552,GRMZM2G108416,GRMZM2G111208,GRMZM2G111529,GRMZM2G113127,GRMZM2G114617,GRMZM2G115504,GRMZM2G115598,GRMZM2G117513,GRMZM2G118957,GRMZM2G123362,GRMZM2G124416,GRMZM2G126002,GRMZM2G127299,GRMZM2G129907,GRMZM2G130425,GRMZM2G131165,GRMZM2G132882,GRMZM2G133988,GRMZM2G134694,GRMZM2G138881,GRMZM2G139256,GRMZM2G143242,GRMZM2G145213,GRMZM2G146004,GRMZM2G146041,GRMZM2G146948,GRMZM2G150264,GRMZM2G152470,GRMZM2G152616,GRMZM2G153017,GRMZM2G155341,GRMZM2G156218,GRMZM2G159082,GRMZM2G169080,GRMZM2G171423,GRMZM2G172320,GRMZM2G172427,GRMZM2G174481,GRMZM2G178859,GRMZM2G180172,GRMZM2G306597,GRMZM2G308189,GRMZM2G315769,GRMZM2G324860,GRMZM2G327263,GRMZM2G329750,GRMZM2G335377,GRMZM2G335407,GRMZM2G336908,GRMZM2G342033,GRMZM2G358791,GRMZM2G359566,GRMZM2G365770,GRMZM2G375197,GRMZM2G376265,GRMZM2G386281,GRMZM2G399183,GRMZM2G426556,GRMZM2G431114,GRMZM2G442265,GRMZM2G447987,GRMZM2G463227,GRMZM2G473925,GRMZM2G556515,GRMZM5G806649,GRMZM5G816453,GRMZM5G842071,GRMZM5G857930,GRMZM5G882527,GRMZM5G884600,GRMZM6G348677,GRMZM6G443309
KAKRNA18_Kern_38-11_GCTCGA,Kern,Kern,38-11,38-11,282set_38-11Goodman-Buckler,38-11,3811:8042MABXX:3:B10,Ames26604,0.57845,28.92266,0,0.57845,1.73536,26.60885,4.62763,0.57845,69.99283,16.19669,219.23375,17.3536,1.73536,5.78453,0,15.03978,13.88288,15.03978,2.31381,37.021,246.9995,0.57845,3.47072,2.31381,2.89227,2.89227,0,47.43316,4.04917,6.94144,1.15691,68.83593,5.20608,8.09834,3.47072,4.62763,207.08624,2.31381,2.31381,1.15691,6.94144,6.94144,21.40277,5.20608,8.6768,0,35.28564,41.07018,1.73536,0.57845,22.55967,9.25525,0,21.40277,3.47072,0,21.98122,15.03978,1.15691,39.91327,2.31381,1.15691,1.73536,3.47072,13.88288,17.3536,10.99061,9.25525,30.65802,1.15691,9.25525,222.12602,43.96244,3.47072,1.15691,34.12874,30.07956,4.62763,6.36298,13.88288,8.6768,0,2.89227,0,37.021,1.15691,13.30442,12.14752,0,5.78453,34.12874,1.73536,180.47739,48.59007,15.03978,9.8337,5.20608,0,7.51989,3.47072,1.15691,16.19669,9.25525,8.6768,122.05362,0.57845,3.47072,9.25525,1.73536,0,9.8337,7.51989,0,1.15691,0,0,0,24.87349,1.15691,0.57845,1.15691,0,8.09834,0,4.62763,1.15691,6.94144,2.89227,4.62763,17.93205,2.31381,4.62763,7.51989,0.57845,3.47072,23.71658,1.73536
KAKRNA16_Kern_38-11_ACCTAC,Kern,Kern,38-11,38-11,282set_38-11Goodman-Buckler,38-11,3811:8042MABXX:3:B10,Ames26604,0.96891,37.14171,0,0,7.75131,26.48365,12.91886,2.58377,70.08479,12.91886,227.69482,11.304,3.87566,14.21074,0,12.59588,10.65806,13.88777,3.55269,45.53896,240.61368,0.64594,2.90674,2.2608,1.93783,3.22971,0,42.63222,3.55269,6.7824,0.96891,73.63747,4.5216,3.22971,2.2608,6.45943,171.4978,3.22971,1.29189,2.2608,5.16754,7.75131,16.47154,6.45943,8.39726,0,33.91199,33.91199,0,1.93783,30.35931,19.70125,0,19.05531,5.16754,0.64594,28.74445,14.21074,2.58377,28.74445,1.93783,0.32297,0,5.16754,8.72023,22.608,13.24183,5.81348,23.25394,0.96891,8.39726,212.83814,35.52685,11.62697,3.22971,21.31611,32.94308,5.49051,6.13646,9.36617,7.10537,0,3.55269,0.64594,38.43359,2.2608,21.96205,13.24183,0,8.07428,32.29714,3.22971,207.34762,47.79976,22.28502,7.75131,2.2608,1.61486,4.84457,6.13646,1.93783,21.96205,7.42834,8.39726,113.03998,1.93783,4.5216,7.10537,2.2608,0.64594,4.5216,10.01211,0.32297,0.96891,0,0,0.64594,19.37828,1.29189,0,0.64594,0,6.13646,0.32297,4.19863,0.32297,9.0432,3.22971,5.81348,13.5648,3.22971,6.13646,6.45943,1.29189,2.58377,15.8256,0.32297
10343264_LMAN26_4226_TGTGCA,LMAN26,LMAN,4226,4226,282set_4226,4226,4226:8042MABXX:3:A12,NSL30904,0,91.91527,0,1.8682,3.73639,44.46308,11.20918,71.36511,63.51869,8.22007,51.18859,74.35423,18.30833,2.98911,2.24184,2.24184,4.11003,2.24184,22.04472,26.52839,25.40747,0.74728,79.21154,8.5937,3.36275,1.49456,0,17.93469,4.48367,5.60459,2.24184,16.06649,35.49574,12.3301,0.74728,38.11121,87.05796,67.62872,12.70374,5.60459,1.8682,9.71462,18.68197,5.97823,1.49456,0,19.42924,10.4619,0,3.36275,38.85849,13.45102,2.98911,33.62754,5.97823,0,20.9238,16.44013,5.60459,15.31921,9.34098,3.73639,12.3301,7.09915,1.49456,14.94557,22.41836,8.22007,22.792,1.49456,4.11003,104.61901,77.71698,26.15475,4.48367,47.82583,10.4619,1.8682,21.67108,11.20918,28.77023,0,2.61548,0.37364,20.17652,18.30833,41.8476,17.56105,2.61548,10.08826,0,0.74728,7.47279,31.75934,16.81377,15.69285,28.39659,0,0.74728,123.30098,0,9.34098,106.86085,19.42924,6.72551,22.41836,2.24184,6.72551,5.60459,1.8682,0.74728,17.18741,0,2.98911,0,0,2.98911,6.35187,3.73639,0,1.12092,27.64931,5.23095,1.12092,3.36275,19.05561,34.00118,0.37364,7.84643,10.08826,1.8682,96.02531,20.17652,0,8.22007,31.3857,1.12092
10343927_LMAD26_4226_TGGCGA,LMAD26,LMAD,4226,4226,282set_4226,4226,4226:8042MABXX:3:A12,NSL30904,0,127.02955,0,1.92469,12.83127,54.53289,17.32221,55.17445,62.23165,7.69876,54.53289,48.11725,28.22879,5.13251,3.84938,5.13251,4.49094,1.28313,8.98189,7.69876,73.13822,0,76.34604,5.77407,5.13251,3.84938,0,26.94566,3.20782,6.41563,1.28313,27.58723,20.53003,6.41563,0,23.73784,77.62917,173.86367,2.56625,8.34032,1.28313,7.69876,10.90658,10.90658,4.49094,0,18.60534,23.73784,0,6.41563,8.34032,11.54814,2.56625,23.73784,6.41563,0,14.75596,18.60534,3.84938,43.62631,5.13251,0,19.88846,6.41563,0,9.62345,105.85796,3.84938,16.03908,1.28313,7.0572,137.93613,129.5958,16.68065,3.84938,17.96377,10.90658,7.69876,21.81315,10.90658,57.09914,8.34032,1.28313,1.28313,34.64442,10.90658,50.04194,32.71973,3.84938,7.0572,0,1.28313,5.77407,14.11439,14.75596,12.1897,34.64442,0,0.64156,59.66539,0,13.47283,129.5958,17.32221,28.22879,12.1897,0,3.84938,0.64156,1.92469,0.64156,9.62345,0,3.84938,0,0,3.84938,2.56625,12.1897,0,0,37.85224,0.64156,0,3.20782,16.03908,21.81315,0,10.90658,6.41563,0,16.68065,19.88846,0,25.02097,39.13537,0.64156
KAKRNA5_GShoot_4226_TTCCGC,GShoot,GShoot,4226,4226,282set_4226,4226,4226:8042MABXX:3:A12,NSL30904,146.99998,78.82806,0.68309,0.40985,19.80948,67.35222,3.82528,2.73234,49.04553,18.17007,125.82434,26.64033,15.84758,3.41543,5.73792,7.92379,10.24628,3.00558,10.24628,24.86431,1383.248,1.77602,13.38847,20.08271,8.06041,4.37175,4.23513,30.19238,2.18587,7.37732,1.09294,43.58085,5.73792,0,9.15334,3.27881,212.43957,2965.95694,1.91264,7.24071,6.96747,10.65613,17.76022,1.91264,12.70539,0,13.25186,29.37267,0.95632,10.51952,15.43773,8.33364,5.73792,11.74907,5.73792,0.54647,8.74349,10.79275,5.19145,7.65056,0.27323,0.8197,0.95632,11.88569,0,18.30669,3.9619,11.88569,20.90241,2.59572,6.01115,218.45072,55.87639,10.92937,3.68866,13.25186,3.82528,3.14219,11.88569,18.57992,0.68309,0.8197,4.09851,1.36617,20.7658,2.59572,21.99535,97.40798,1.91264,10.10966,0.40985,0.8197,77.32527,6.421,14.75465,6.83085,11.74907,0,28.82621,16.39405,7.37732,14.61803,197.54831,10.79275,43.85408,1.77602,3.00558,5.87453,7.51394,2.45911,4.37175,28.82621,0.8197,0.40985,0,1.09294,2.18587,30.05576,3.68866,0.40985,1.50279,43.9907,6.14777,3.68866,0.8197,20.7658,22.13197,2.18587,0.95632,11.06598,0.95632,1.22955,19.94609,15.43773,2.73234,29.09944,0.8197
KAKRNA6_10346261_GRoot_4226_TTCCGC,GRoot,GRoot,4226,4226,282set_4226,4226,4226:8042MABXX:3:A12,NSL30904,61.07173,81.42898,9.16076,6.10717,6.10717,26.46442,11.19648,2.03572,44.78594,21.37511,53.9467,82.44684,6.10717,8.1429,5.08931,5.08931,17.30366,0,17.30366,16.2858,1882.02727,2.03572,2.03572,13.23221,5.08931,0,1.01786,29.518,1.01786,7.12504,1.01786,43.76808,5.08931,0,5.08931,7.12504,237.1619,343.01957,1.01786,5.08931,12.21435,15.26793,15.26793,0,81.42898,0,53.9467,17.30366,7.12504,1.01786,65.14318,10.17862,2.03572,8.1429,2.03572,0,24.42869,7.12504,8.1429,29.518,0,1.01786,11.19648,5.08931,0,10.17862,9.16076,8.1429,17.30366,6.10717,22.39297,132.32209,42.75021,9.16076,2.03572,15.26793,6.10717,3.05359,4.07145,14.25007,1.01786,1.01786,2.03572,1.01786,77.35753,0,17.30366,44.78594,10.17862,9.16076,1.01786,5.08931,28.50014,30.53587,7.12504,17.30366,6.10717,0,19.33938,6.10717,0,4.07145,123.16133,26.46442,33.58945,0,0,7.12504,8.1429,4.07145,1.01786,23.41083,5.08931,0,9.16076,6.10717,1.01786,19.33938,3.05359,0,0,2.03572,5.08931,3.05359,1.01786,12.21435,12.21435,0,2.03572,7.12504,0,18.32152,8.1429,23.41083,9.16076,20.35724,3.05359
KAKRNA28_L3Base_4226_CGCAAC,L3Base,L3Base,4226,4226,282set_4226,4226,4226:8042MABXX:3:A12,NSL30904,106.57178,128.69046,3.51888,3.01618,13.57282,29.65913,9.55124,38.70768,39.21037,35.1888,45.74544,24.12946,24.63216,3.51888,6.53506,25.63755,9.04855,66.35602,14.57822,20.61058,506.71867,1.00539,21.11328,5.52967,5.02697,4.52427,74.39917,22.62137,0,15.08091,2.01079,24.12946,2.01079,2.51349,14.57822,5.52967,115.11763,1015.95083,4.02158,8.04315,11.05934,6.53506,16.08631,2.51349,211.13278,0,58.31286,3.01618,0,3.51888,24.12946,6.53506,0.5027,12.06473,18.59979,0,15.58361,10.05394,7.03776,48.76162,1.00539,1.50809,15.08091,0.5027,0,16.589,15.58361,16.08631,20.61058,2.01079,4.52427,88.47469,82.94502,6.53506,0.5027,22.11867,7.54046,0.5027,10.05394,5.52967,6.53506,0.5027,2.51349,0.5027,32.17261,4.02158,11.05934,16.08631,5.52967,7.03776,1.00539,3.51888,36.69689,21.11328,5.52967,11.56203,24.12946,0,26.64295,22.62137,1.50809,8.04315,110.59336,20.10788,21.11328,1.50809,1.50809,12.06473,12.56743,2.51349,1.50809,10.55664,2.51349,5.02697,0,2.01079,1.50809,30.66452,13.07012,0,2.51349,187.50602,3.51888,0,0,157.84689,21.61598,1.50809,2.51349,10.55664,0,23.12407,8.04315,25.13485,9.04855,29.65913,1.00539
KAKRNA28_L3Mid_4226_CGAAGG,L3Mid,L3Mid,4226,4226,282set_4226,4226,4226:8042MABXX:3:A12,NSL30904,60.16775,214.88483,0,1.84187,4.91165,69.99106,8.59539,106.82846,52.18632,6.13957,34.99553,9.20935,49.73049,4.2977,4.2977,20.87453,1.22791,9.82331,15.34892,14.121,27.62805,0,90.25163,3.06978,5.52561,3.06978,1.22791,31.92575,6.13957,12.89309,4.91165,9.20935,8.59539,1.84187,2.45583,22.10244,66.30732,1343.33717,28.85596,7.98144,13.50705,8.59539,16.57683,7.98144,7.98144,0,17.19079,3.68374,2.45583,7.36748,20.87453,5.52561,1.22791,14.73496,4.2977,0,14.73496,11.66518,3.06978,46.04675,10.43726,0.61396,25.78618,0,0.61396,7.98144,76.74458,7.98144,30.69783,1.22791,2.45583,77.35854,327.85286,12.89309,0,44.20488,13.50705,1.84187,23.94431,13.50705,99.46098,0,2.45583,2.45583,26.40014,15.96287,17.19079,41.74905,2.45583,17.19079,0,1.84187,1.84187,29.46992,14.73496,6.13957,18.4187,0,0.61396,78.58645,0,13.50705,177.43347,22.10244,11.05122,4.2977,0,7.36748,0,2.45583,0.61396,6.75352,0,19.03266,0.61396,0.61396,0.61396,6.13957,14.121,0,0.61396,421.17427,3.68374,1.22791,0,14.73496,30.69783,0,9.20935,11.66518,0,272.59676,12.27913,0,18.4187,34.38157,1.84187
KAKRNA28_L3Tip_4226_AATGAA,L3Tip,L3Tip,4226,4226,282set_4226,4226,4226:8042MABXX:3:A12,NSL30904,17.26883,125.81576,0,2.46698,6.5786,73.18694,7.40093,72.36462,55.09579,6.5786,41.93859,5.75628,42.76091,4.93395,3.2893,11.51255,6.5786,16.4465,18.91348,8.22325,22.20278,0.82233,71.54229,2.46698,2.46698,4.11163,0,18.09115,3.2893,15.62418,1.64465,20.55813,13.97953,3.2893,0.82233,27.13673,64.96369,642.236,13.97953,14.80185,6.5786,13.1572,13.1572,0.82233,13.1572,0.82233,13.1572,13.1572,0,1.64465,9.8679,10.69023,4.11163,16.4465,6.5786,0,13.97953,9.04558,5.75628,87.16647,3.2893,0.82233,17.26883,4.11163,1.64465,22.20278,107.7246,8.22325,36.18231,2.46698,1.64465,83.05485,245.05292,4.93395,1.64465,37.82696,14.80185,4.11163,21.38046,9.8679,50.16184,1.64465,0,1.64465,22.20278,13.97953,31.24836,65.78602,3.2893,10.69023,0,1.64465,3.2893,28.78138,22.20278,9.8679,20.55813,0,0.82233,59.20742,0,11.51255,146.37389,21.38046,17.26883,0.82233,1.64465,9.04558,0.82233,0.82233,1.64465,7.40093,0,12.33488,0,0,0,0.82233,6.5786,0,0.82233,279.59057,1.64465,0,0,12.33488,23.84743,0.82233,10.69023,11.51255,3.2893,72.36462,10.69023,0,37.82696,27.13673,1.64465
KAKRNA16_Kern_4226_TTAACT,Kern,Kern,4226,4226,282set_4226,4226,4226:8042MABXX:3:A12,NSL30904,1.52691,47.33431,0,1.01794,3.05383,15.7781,7.12559,1.01794,134.87733,11.70633,126.7338,10.17942,1.52691,6.61662,4.07177,30.53826,10.17942,1.52691,3.5628,36.64592,303.34676,0.50897,6.10765,24.43061,7.63457,5.08971,0.50897,31.04724,0,24.93958,2.54486,28.50238,2.54486,1.52691,5.59868,5.59868,200.02563,25.44855,0.50897,6.61662,6.61662,3.05383,21.37678,5.08971,12.21531,0,21.37678,23.41267,0.50897,3.5628,123.67997,14.76016,2.03588,20.35884,1.52691,0,35.119,14.76016,4.07177,22.9037,1.52691,1.01794,2.54486,5.08971,0.50897,33.59209,17.81399,4.58074,16.79605,1.01794,1.52691,244.30611,37.15489,6.61662,4.07177,47.84328,9.16148,7.63457,3.5628,9.16148,15.7781,1.01794,6.10765,2.54486,43.77151,1.01794,16.28707,33.59209,2.03588,15.7781,7.12559,2.54486,77.3636,82.45331,34.10106,4.58074,7.12559,0,13.23325,4.58074,1.52691,15.26913,9.16148,6.61662,119.6082,1.52691,5.08971,8.65251,3.5628,1.01794,1.01794,7.12559,0,0,0,0.50897,0,10.17942,5.08971,0,2.03588,4.07177,6.10765,0.50897,2.54486,8.65251,22.9037,0,7.12559,22.9037,1.01794,3.05383,10.17942,1.01794,6.61662,20.86781,0.50897
10343262_LMAN8_4722_GACATC,LMAN8,LMAN,4722,4722,282set_4722,4722,4722:8042MABXX:4:H4,PI587130,0.20157,70.34911,0,1.61259,1.81416,45.95873,19.14947,149.1643,57.64998,22.97936,51.80436,8.86923,13.30384,3.62832,0,2.82203,1.61259,1.00787,9.27238,17.53688,28.82499,2.21731,68.93809,11.69126,3.0236,1.00787,0,46.76502,12.69912,7.86136,1.61259,45.75716,22.17307,7.86136,1.41101,30.03443,138.27933,47.77289,8.66766,5.24091,2.62045,20.76206,9.67552,32.45331,3.22517,4.43461,15.9243,29.63129,0,7.45821,8.46608,10.07867,0,27.21241,5.64405,0,12.0944,10.28024,4.23304,10.88496,0,0,12.0944,11.89283,0,10.28024,18.9479,3.22517,45.15244,2.01573,9.47395,141.30293,60.06887,22.57622,0.20157,39.70995,6.45035,2.62045,7.86136,9.67552,132.43371,0.20157,0,1.00787,24.39038,1.00787,45.15244,14.31171,57.44841,14.31171,0,1.00787,30.84073,24.39038,9.0708,9.8771,21.1652,0.20157,1.00787,8.86923,0,8.26451,54.02166,20.15734,20.56048,19.55262,3.0236,6.45035,4.23304,3.82989,0.20157,18.9479,0,38.50051,0,0,2.82203,3.82989,20.76206,0,1.61259,18.9479,5.03933,2.41888,0.40315,8.46608,17.73846,0,22.17307,22.57622,2.01573,79.41991,16.12587,0,29.42971,24.79352,0.80629
KAKRNA27_10346929_L3Tip_4722_ACACGC,L3Tip,L3Tip,4722,4722,282set_4722,4722,4722:8042MABXX:4:H4,PI587130,0,141.62369,0,1.7703,3.54059,70.81185,10.62178,315.11272,61.96037,7.08118,35.40592,12.39207,70.81185,7.96633,0,5.31089,2.65544,4.42574,15.04752,13.27722,19.47326,0,96.48114,1.7703,12.39207,1.7703,0,60.19007,0,11.50693,5.31089,36.29107,23.899,13.27722,0,15.04752,79.66333,419.56019,19.47326,14.16237,6.19604,27.43959,7.08118,8.85148,0.88515,1.7703,5.31089,11.50693,0,1.7703,13.27722,9.73663,0,25.66929,7.96633,0,10.62178,17.70296,3.54059,113.29896,0,0,9.73663,3.54059,0,27.43959,145.16429,2.65544,72.58214,0,7.08118,77.89303,205.35436,25.66929,0.88515,46.0277,5.31089,1.7703,18.58811,14.16237,78.77818,3.54059,0,0,20.35841,9.73663,22.1287,37.17622,0.88515,12.39207,0,2.65544,9.73663,30.98018,19.47326,21.24355,8.85148,0.88515,0,62.84551,0,18.58811,66.38611,23.01385,8.85148,9.73663,0.88515,9.73663,0.88515,0,2.65544,7.96633,0,34.52078,0,0,1.7703,3.54059,19.47326,1.7703,0,260.23354,0,1.7703,1.7703,19.47326,13.27722,0,4.42574,21.24355,6.19604,110.64351,15.93267,0,58.41977,14.16237,1.7703
KAKRNA26_L3Base_4722_ACACGC,L3Base,L3Base,4722,4722,282set_4722,4722,4722:8042MABXX:4:H4,PI587130,0,77.06259,19.75134,3.23792,8.4186,110.737,6.15206,22.98926,47.27369,37.88371,90.01429,6.15206,45.65473,4.85689,0,8.09481,16.51341,38.2075,3.88551,16.51341,317.64035,0.32379,31.40786,6.79964,3.56172,2.59034,39.17888,27.52235,0.97138,9.06619,2.26655,52.13058,6.15206,0,11.65653,3.88551,71.55812,758.9694,0.97138,9.38998,8.4186,21.3703,13.92307,21.3703,37.23613,0.32379,43.38818,17.48479,0,5.18068,33.02683,9.06619,0,13.27549,9.38998,0.97138,14.57066,10.68515,2.59034,18.13237,0,0,3.56172,1.94275,0,12.6279,4.53309,9.71377,60.54918,0,1.29517,144.73521,56.66367,5.50447,0.97138,11.33273,2.59034,1.94275,10.03756,6.47585,4.85689,0.32379,0,1.94275,20.39892,2.59034,19.42754,21.04651,3.88551,10.03756,0,1.94275,78.03397,10.36136,8.74239,8.74239,18.13237,0.64758,39.17888,17.80858,2.26655,10.68515,55.69229,17.161,8.09481,2.91413,1.61896,10.03756,10.68515,2.91413,0.97138,21.04651,6.15206,2.26655,0,5.50447,0,22.01788,18.13237,1.61896,0.97138,67.99641,2.91413,0,4.85689,31.08407,15.86583,1.94275,2.91413,20.39892,0.64758,2.26655,4.2093,24.28443,4.53309,10.03756,1.29517
KAKRNA17_Kern_4722_ACCTAC,Kern,Kern,4722,4722,282set_4722,4722,4722:8042MABXX:4:H4,PI587130,0,43.94429,0,0.64624,5.81616,17.44847,6.4624,9.04735,98.22841,18.09471,114.3844,10.33983,2.58496,1.93872,0,9.69359,7.10864,9.04735,1.29248,54.28412,112.44568,1.29248,3.2312,12.27855,15.50975,3.87744,1.93872,55.5766,0.64624,14.21727,0,69.14763,5.16992,3.87744,0,7.10864,183.53203,36.18942,2.58496,6.4624,3.2312,7.75487,14.86351,3.87744,29.08078,1.29248,26.49582,43.29805,4.52368,0,50.40669,13.57103,0,19.38719,5.16992,0,25.84958,18.09471,2.58496,12.27855,0,0,1.29248,7.75487,0.64624,25.84958,8.40111,7.75487,27.7883,0.64624,27.7883,189.99443,47.17549,3.2312,1.29248,25.84958,6.4624,5.16992,1.93872,10.98607,25.84958,0,0,1.93872,48.46797,4.52368,22.61838,23.91086,0.64624,17.44847,14.21727,1.29248,88.53482,30.37326,14.21727,12.27855,3.87744,0,3.87744,10.98607,0,21.97214,1.29248,11.63231,62.68524,0,7.10864,7.10864,3.87744,1.29248,4.52368,5.81616,0,1.29248,0,0,0.64624,11.63231,27.7883,0,0,0,8.40111,0,5.16992,2.58496,8.40111,1.93872,2.58496,37.48189,6.4624,6.4624,7.10864,0.64624,21.97214,7.75487,0.64624
10344823_GShoot_A188_AACGCC,GShoot,GShoot,A188,A188,282set_A188,A188,A188:8042MABXX:3:D3,Ames22443,71.24515,38.57472,4.32982,1.18086,16.53202,81.87288,1.57448,3.54258,49.59607,28.73423,133.04342,4.32982,33.45767,4.32982,1.18086,5.11705,9.84049,3.9362,3.54258,23.22356,632.15307,0,5.11705,1.57448,9.05325,1.18086,8.65963,28.73423,2.36172,5.11705,1.57448,49.20245,5.90429,1.18086,7.08515,6.69153,207.04391,2116.88619,2.36172,4.72344,9.05325,13.77669,16.92564,14.95754,37.78748,0,21.64908,22.82994,3.14896,8.65963,16.92564,7.87239,0.39362,17.71288,1.57448,1.9681,21.64908,8.65963,1.9681,17.31926,0.39362,1.9681,0.78724,6.29791,11.02135,19.68098,5.90429,5.11705,25.58527,2.36172,29.12785,121.23484,65.73447,4.72344,2.36172,10.62773,6.29791,1.57448,3.54258,13.38307,5.11705,2.36172,0,0.78724,21.64908,3.14896,16.53202,28.73423,3.9362,12.20221,1.9681,1.9681,157.84146,7.47877,19.68098,2.75534,22.0427,0.39362,17.71288,9.05325,12.20221,13.38307,234.9909,15.35116,40.54282,1.18086,1.9681,7.08515,9.44687,2.36172,2.75534,23.22356,8.65963,3.9362,0,1.57448,2.75534,15.74478,14.17031,0.78724,0.78724,6.69153,4.32982,0.78724,0.39362,18.50012,31.09595,0,1.18086,21.25546,3.14896,2.75534,12.20221,29.12785,1.57448,29.52147,0.39362
10344823_LMAD8_A188_TTAACT,LMAD8,LMAD,A188,A188,282set_A188,A188,A188:8042MABXX:3:D3,Ames22443,0.60481,79.83534,0,1.20963,4.23369,53.82838,14.51552,74.99684,46.57062,16.32996,71.36796,3.02407,31.45029,12.09626,1.20963,1.81444,0.60481,5.44332,3.02407,13.30589,67.13427,0,51.40912,0.60481,9.67701,0,0,41.1273,7.25776,10.28182,3.62888,26.00697,13.30589,5.44332,0,35.07917,91.3268,105.84231,36.28879,1.81444,1.81444,7.25776,13.9107,58.66688,2.41925,2.41925,9.67701,21.77328,0,2.41925,47.17543,16.32996,1.20963,20.56365,1.20963,0,25.40216,18.1444,4.83851,18.74921,1.81444,3.62888,4.23369,5.44332,23.58772,10.28182,113.70488,1.20963,8.46739,0,12.70108,117.93858,44.75618,13.9107,0.60481,29.03103,9.0722,2.41925,9.67701,10.28182,447.56178,26.61178,0,0,31.45029,10.88664,37.49842,6.04813,41.1273,9.67701,0.60481,1.20963,13.30589,16.93477,22.9829,6.65295,47.17543,0,0,4.83851,0,14.51552,133.66372,12.70108,26.61178,3.02407,1.81444,8.46739,4.83851,2.41925,0.60481,13.9107,0,41.1273,0,0,3.62888,6.04813,19.35402,0,1.20963,16.93477,3.62888,1.20963,0,15.12033,31.45029,0,9.67701,22.37809,1.81444,22.37809,11.49145,0,23.58772,27.82141,0
10344826_LMAN8_A188_CCTGCT,LMAN8,LMAN,A188,A188,282set_A188,A188,A188:8042MABXX:3:D3,Ames22443,0.93127,38.1822,0,0.93127,3.72509,55.87639,15.83164,74.50185,67.98294,9.31273,66.12039,1.86255,27.93819,7.45019,1.86255,5.58764,0.93127,0,5.58764,15.83164,105.23386,2.79382,60.53275,0,11.17528,0.93127,0,33.52583,14.90037,4.65637,7.45019,38.1822,16.76292,10.244,0,75.43312,132.24078,40.04474,29.80074,5.58764,4.65637,9.31273,9.31273,56.80766,7.45019,0,10.244,16.76292,0,6.51891,65.18912,18.62546,0.93127,35.38838,3.72509,0,27.00692,19.55674,5.58764,7.45019,4.65637,0.93127,2.79382,11.17528,42.83856,18.62546,19.55674,5.58764,15.83164,0,12.10655,123.85933,32.59456,20.48801,2.79382,49.35748,9.31273,1.86255,0.93127,9.31273,127.58442,2.79382,0,1.86255,12.10655,8.38146,16.76292,15.83164,92.19604,3.72509,0.93127,1.86255,31.66329,17.69419,12.10655,7.45019,49.35748,0,0,19.55674,0,4.65637,100.5775,8.38146,9.31273,3.72509,0.93127,10.244,5.58764,2.79382,0,18.62546,0,81.02076,0,0,3.72509,5.58764,13.9691,0,0.93127,10.244,1.86255,0.93127,0,11.17528,30.73201,0,7.45019,14.90037,0.93127,122.92805,14.90037,0,12.10655,33.52583,3.72509
