OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,AC148152.3_FG005,AC148152.3_FG008,AC149475.2_FG002,GRMZM2G171650
10343264_LMAD26_Ab28A_AGGCAT,LMAD26,LMAD,Ab28A,Ab28A,282set_Ab28A,Ab28A,Ab28A:8042MABXX:4:A5,Ames18999,0.95025,62.71632,0,25.65668
10344827_LMAN26_Ab28A_CCTAAG,LMAN26,LMAN,Ab28A,Ab28A,282set_Ab28A,Ab28A,Ab28A:8042MABXX:4:A5,Ames18999,0.44802,35.84162,0,30.24137
KAKRNA3_GShoot_Ab28A_ACACGC,GShoot,GShoot,Ab28A,Ab28A,282set_Ab28A,Ab28A,Ab28A:8042MABXX:4:A5,Ames18999,34.83681,4.14724,6.63558,10.3681
KAKRNA4_10346258_GRoot_Ab28A_ACACGC,GRoot,GRoot,Ab28A,Ab28A,282set_Ab28A,Ab28A,Ab28A:8042MABXX:4:A5,Ames18999,28.09759,0,3.45816,1.29681
KAKRNA23_10346932_L3Base_Ab28A_AACCGA,L3Base,L3Base,Ab28A,Ab28A,282set_Ab28A,Ab28A,Ab28A:8042MABXX:4:A5,Ames18999,3.41758,15.94873,1.13919,9.11356
KAKRNA24_L3Tip_Ab28A_AACCGA,L3Tip,L3Tip,Ab28A,Ab28A,282set_Ab28A,Ab28A,Ab28A:8042MABXX:4:A5,Ames18999,2.95683,102.74976,0,12.56652
KAKRNA16_Kern_Ab28A_ATAAGA,Kern,Kern,Ab28A,Ab28A,282set_Ab28A,Ab28A,Ab28A:8042MABXX:4:A5,Ames18999,0.3414,0,0,31.40901
10343262_LMAN8_B10_TTCCGC,LMAN8,LMAN,B10,B10,282set_B10,B10,B10:8042MABXX:2:G9,NSL65865,0,20.68059,0,37.91442
KAKRNA24_L3Tip_B10_CAGCGT,L3Tip,L3Tip,B10,B10,282set_B10,B10,B10:8042MABXX:2:G9,NSL65865,0,121.80603,0,3.3835
KAKRNA16_Kern_B10_ACCAGT,Kern,Kern,B10,B10,282set_B10,B10,B10:8042MABXX:2:G9,NSL65865,0,0.39107,0.78215,8.21255
10344823_LMAD8_B103_GCCACA,LMAD8,LMAD,B103,B103,282set_B103,B103,B103:8042MABXX:2:D5,PI594046,1.4689,35.25354,0,31.58129
10344826_LMAN8_B103_ATATCC,LMAN8,LMAN,B103,B103,282set_B103,B103,B103:8042MABXX:2:D5,PI594046,0,28.49823,0,12.66588
KAKRNA3_GShoot_B103_CCGACC,GShoot,GShoot,B103,B103,282set_B103,B103,B103:8042MABXX:2:D5,PI594046,145.54926,1.34457,5.37826,13.44566
KAKRNA4_10346258_GRoot_B103_CCGACC,GRoot,GRoot,B103,B103,282set_B103,B103,B103:8042MABXX:2:D5,PI594046,5.78043,0,4.0463,3.46826
KAKRNA23_10346932_L3Base_B103_ACCAGT,L3Base,L3Base,B103,B103,282set_B103,B103,B103:8042MABXX:2:D5,PI594046,2.0355,8.54909,1.2213,7.73489
KAKRNA24_L3Tip_B103_ACCAGT,L3Tip,L3Tip,B103,B103,282set_B103,B103,B103:8042MABXX:2:D5,PI594046,0,27.76346,0,9.10988
10343262_LMAN8_B104_GTGCCA,LMAN8,LMAN,B104,B104,282set_B104,B104,B104:8042MABXX:2:B3,PI594047,1.86831,42.97108,0,21.48554
KAKRNA3_GShoot_B104_GCGAAT,GShoot,GShoot,B104,B104,282set_B104,B104,B104:8042MABXX:2:B3,PI594047,54.44687,5.77467,4.53724,9.48695
KAKRNA4_10346258_GRoot_B104_GCGAAT,GRoot,GRoot,B104,B104,282set_B104,B104,B104:8042MABXX:2:B3,PI594047,66.13394,0,3.46416,3.14924
KAKRNA17_Kern_B104_TTCGAG,Kern,Kern,B104,B104,282set_B104,B104,B104:8042MABXX:2:B3,PI594047,0,0,2.07089,18.22387
10343262_LMAN8_B105_ATACTG,LMAN8,LMAN,B105,B105,282set_B105,B105,B105:8042MABXX:3:H3,PI594048,0,36.66813,0,23.95651
KAKRNA3_GShoot_B105_TTCGAG,GShoot,GShoot,B105,B105,282set_B105,B105,B105:8042MABXX:3:H3,PI594048,1.05897,3.44166,3.44166,14.82561
KAKRNA4_10346258_GRoot_B105_TTCGAG,GRoot,GRoot,B105,B105,282set_B105,B105,B105:8042MABXX:3:H3,PI594048,8.38245,0,2.28612,3.81021
KAKRNA23_10346932_L3Base_B105_TTCGAG,L3Base,L3Base,B105,B105,282set_B105,B105,B105:8042MABXX:3:H3,PI594048,0,15.15678,0.47365,5.68379
KAKRNA24_L3Tip_B105_TTCGAG,L3Tip,L3Tip,B105,B105,282set_B105,B105,B105:8042MABXX:3:H3,PI594048,0,188.01224,0,8.17445
KAKRNA17_Kern_B105_AATCCG,Kern,Kern,B105,B105,282set_B105,B105,B105:8042MABXX:3:H3,PI594048,0,0,0,14.69748
10343262_LMAN8_B109_TGCTAT,LMAN8,LMAN,B109,B109,282set_B109,B109,B109:8042MABXX:2:D1,PI597927,0,65.66333,0,30.51023
KAKRNA14_GShoot_B109_GCGAAT,GShoot,GShoot,B109,B109,282set_B109,B109,B109:8042MABXX:2:D1,PI597927,48.79171,6.59347,8.90119,3.62641
KAKRNA2_10346259_GRoot_B109_ACATTA,GRoot,GRoot,B109,B109,282set_B109,B109,B109:8042MABXX:2:D1,PI597927,34.69182,0,1.14684,2.29367
KAKRNA20_10346930_L3Base_B109_GTAGAA,L3Base,L3Base,B109,B109,282set_B109,B109,B109:8042MABXX:2:D1,PI597927,0,22.89148,0.65404,0.32702
KAKRNA21_10346931_L3Tip_B109_GTAGAA,L3Tip,L3Tip,B109,B109,282set_B109,B109,B109:8042MABXX:2:D1,PI597927,0,122.73552,0,0.97668
10343262_LMAN8_B14A_CTCTCG,LMAN8,LMAN,B14A,B14A,282set_B14A,B14A,B14A:8042MABXX:3:E6,PI550461,0,88.58704,0,20.18439
KAKRNA5_GShoot_B14A_AATGAA,GShoot,GShoot,B14A,B14A,282set_B14A,B14A,B14A:8042MABXX:3:E6,PI550461,24.50881,5.78038,3.46823,10.17347
KAKRNA6_10346261_GRoot_B14A_AATGAA,GRoot,GRoot,B14A,B14A,282set_B14A,B14A,B14A:8042MABXX:3:E6,PI550461,73.39437,0.18257,1.64316,4.19918
KAKRNA24_L3Tip_B14A_GCAGCC,L3Tip,L3Tip,B14A,B14A,282set_B14A,B14A,B14A:8042MABXX:3:E6,PI550461,0,148.35817,0,13.48711
KAKRNA17_Kern_B14A_CGAAGG,Kern,Kern,B14A,B14A,282set_B14A,B14A,B14A:8042MABXX:3:E6,PI550461,1.10464,0,0,13.25566
10343262_LMAN8_B164_TGGCGA,LMAN8,LMAN,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,0,68.18447,0,21.49293
KAKRNA3_GShoot_B164_TGCACG,GShoot,GShoot,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,6.96932,5.73944,8.60916,4.50956
KAKRNA4_10346258_GRoot_B164_TGCACG,GRoot,GRoot,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,26.08886,0.40137,4.41504,0.40137
KAKRNA20_10346930_L3Base_B164_TGACAC,L3Base,L3Base,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,0.33377,15.68699,3.00389,4.00519
KAKRNA21_10346931_L3Tip_B164_TGACAC,L3Tip,L3Tip,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,0,190.3194,0,1.86283
KAKRNA18_Kern_B164_CAGGAC,Kern,Kern,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,0,0,0,26.00698
10343262_LMAN8_B2_ACAGAT,LMAN8,LMAN,B2,B2,282set_B2,B2,B2:8042MABXX:4:E8,Ames26769,0,23.81345,0.30144,19.59334
KAKRNA5_GShoot_B2_ACTCTT,GShoot,GShoot,B2,B2,282set_B2,B2,B2:8042MABXX:4:E8,Ames26769,272.68132,1.98892,5.76788,4.17674
KAKRNA20_10346930_L3Base_B2_AGGCAT,L3Base,L3Base,B2,B2,282set_B2,B2,B2:8042MABXX:4:E8,Ames26769,1.95486,6.84199,0.97743,1.95486
KAKRNA21_10346931_L3Tip_B2_AGGCAT,L3Tip,L3Tip,B2,B2,282set_B2,B2,B2:8042MABXX:4:E8,Ames26769,0,126.31874,0,3.08094
KAKRNA17_Kern_B2_AGAATC,Kern,Kern,B2,B2,282set_B2,B2,B2:8042MABXX:4:E8,Ames26769,0.74442,0,0.74442,18.23829
10343262_LMAN8_B37_TGTGCA,LMAN8,LMAN,B37,B37,282set_B37,B37,B37:8042MABXX:3:B11,PI550467,0,17.29432,0,23.7797
KAKRNA3_GShoot_B37_AAGACA,GShoot,GShoot,B37,B37,282set_B37,B37,B37:8042MABXX:3:B11,PI550467,16.26269,1.50581,12.3476,7.52903
KAKRNA4_10346258_GRoot_B37_AAGACA,GRoot,GRoot,B37,B37,282set_B37,B37,B37:8042MABXX:3:B11,PI550467,8.53713,0.32835,4.59691,3.28351
KAKRNA27_10346929_L3Tip_B37_GTGCCA,L3Tip,L3Tip,B37,B37,282set_B37,B37,B37:8042MABXX:3:B11,PI550467,0,108.69249,0,7.12738
KAKRNA26_L3Base_B37_GTGCCA,L3Base,L3Base,B37,B37,282set_B37,B37,B37:8042MABXX:3:B11,PI550467,0,2.95253,3.19858,6.88924
KAKRNA18_Kern_B37_AAGTGG,Kern,Kern,B37,B37,282set_B37,B37,B37:8042MABXX:3:B11,PI550467,0,0.34182,2.0509,11.27993
10343264_LMAN26_B46_ACCGTG,LMAN26,LMAN,B46,B46,282set_B46,B46,B46:8042MABXX:4:C11,PI550469,0,47.39773,0,28.27706
10343927_LMAD26_B46_CGATCT,LMAD26,LMAD,B46,B46,282set_B46,B46,B46:8042MABXX:4:C11,PI550469,0.47685,79.63426,0,26.22685
10344823_GShoot_B46_AGTTGA,GShoot,GShoot,B46,B46,282set_B46,B46,B46:8042MABXX:4:C11,PI550469,14.14874,1.1319,2.2638,5.65949
KAKRNA28_L3Base_B46_CTCTCG,L3Base,L3Base,B46,B46,282set_B46,B46,B46:8042MABXX:4:C11,PI550469,7.17852,17.43355,1.53825,12.30604
KAKRNA28_L3Mid_B46_GCGCTG,L3Mid,L3Mid,B46,B46,282set_B46,B46,B46:8042MABXX:4:C11,PI550469,3.22559,130.09874,0,3.22559
KAKRNA28_L3Tip_B46_CGTCGC,L3Tip,L3Tip,B46,B46,282set_B46,B46,B46:8042MABXX:4:C11,PI550469,0.74926,130.37178,0,3.74632
10343264_LMAN26_B52_ATAAGA,LMAN26,LMAN,B52,B52,282set_B52,B52,B52:8042MABXX:3:H5,PI550454,3.4282,51.80391,0,21.71193
10343927_LMAD26_B52_TGCTAT,LMAD26,LMAD,B52,B52,282set_B52,B52,B52:8042MABXX:3:H5,PI550454,0.37825,47.28165,0,24.58646
KAKRNA14_GShoot_B52_GCTCGA,GShoot,GShoot,B52,B52,282set_B52,B52,B52:8042MABXX:3:H5,PI550454,132.65458,5.51196,3.30718,8.81914
KAKRNA2_10346259_GRoot_B52_TGTGCA,GRoot,GRoot,B52,B52,282set_B52,B52,B52:8042MABXX:3:H5,PI550454,81.40785,0,3.04735,7.83605
KAKRNA27_10346929_L3Tip_B52_ACTCTT,L3Tip,L3Tip,B52,B52,282set_B52,B52,B52:8042MABXX:3:H5,PI550454,3.41354,114.35374,0,9.38725
KAKRNA26_L3Base_B52_ACTCTT,L3Base,L3Base,B52,B52,282set_B52,B52,B52:8042MABXX:3:H5,PI550454,0,6.22579,2.92979,9.88803
10343262_LMAN8_B57_CCTAAG,LMAN8,LMAN,B57,B57,282set_B57,B57,B57:8042MABXX:3:E9,PI550472,0,22.0099,0,23.65243
KAKRNA5_GShoot_B57_CCAATT,GShoot,GShoot,B57,B57,282set_B57,B57,B57:8042MABXX:3:E9,PI550472,13.68244,1.02618,4.44679,3.07855
KAKRNA6_10346261_GRoot_B57_CCAATT,GRoot,GRoot,B57,B57,282set_B57,B57,B57:8042MABXX:3:E9,PI550472,15.53995,0,2.07199,0
KAKRNA20_10346930_L3Base_B57_CAGATG,L3Base,L3Base,B57,B57,282set_B57,B57,B57:8042MABXX:3:E9,PI550472,11.63154,4.92104,0.44737,2.6842
KAKRNA21_10346931_L3Tip_B57_CAGATG,L3Tip,L3Tip,B57,B57,282set_B57,B57,B57:8042MABXX:3:E9,PI550472,0,67.59352,0,0.66268
KAKRNA18_Kern_B57_CGGTTA,Kern,Kern,B57,B57,282set_B57,B57,B57:8042MABXX:3:E9,PI550472,0,0,0.39369,35.43184
10343264_LMAN26_B64_ACCAGT,LMAN26,LMAN,B64,B64,282set_B64,B64,B64:8042MABXX:3:D4,PI550440,1.48359,52.42014,0,37.08973
10343927_LMAD26_B64_GCGAAT,LMAD26,LMAD,B64,B64,282set_B64,B64,B64:8042MABXX:3:D4,PI550440,13.98214,169.11725,0,19.30866
KAKRNA3_GShoot_B64_ACCGTG,GShoot,GShoot,B64,B64,282set_B64,B64,B64:8042MABXX:3:D4,PI550440,6.58068,5.75809,0.54839,11.51619
KAKRNA4_10346258_GRoot_B64_ACCGTG,GRoot,GRoot,B64,B64,282set_B64,B64,B64:8042MABXX:3:D4,PI550440,4.10892,0,1.86769,6.72369
KAKRNA20_10346930_L3Base_B64_CGGTTA,L3Base,L3Base,B64,B64,282set_B64,B64,B64:8042MABXX:3:D4,PI550440,0,9.65802,1.66518,5.32856
KAKRNA21_10346931_L3Tip_B64_CGGTTA,L3Tip,L3Tip,B64,B64,282set_B64,B64,B64:8042MABXX:3:D4,PI550440,1.18866,155.71415,0,9.50926
KAKRNA18_Kern_B64_GTAGAA,Kern,Kern,B64,B64,282set_B64,B64,B64:8042MABXX:3:D4,PI550440,8.74652,0,0,13.11977
KAKRNA16_Kern_B64_GAAGTG,Kern,Kern,B64,B64,282set_B64,B64,B64:8042MABXX:3:D4,PI550440,9.48353,0,0,10.07625
10343262_LMAN8_B68_ATAAGA,LMAN8,LMAN,B68,B68,282set_B68,B68,B68:8042MABXX:4:H7,PI550465,0,69.66951,0,28.16427
KAKRNA3_GShoot_B68_CCTGCT,GShoot,GShoot,B68,B68,282set_B68,B68,B68:8042MABXX:4:H7,PI550465,4.47473,4.71024,1.17756,2.59063
KAKRNA4_10346258_GRoot_B68_CCTGCT,GRoot,GRoot,B68,B68,282set_B68,B68,B68:8042MABXX:4:H7,PI550465,11.36143,0,0.94679,1.42018
KAKRNA20_10346930_L3Base_B68_GACGAT,L3Base,L3Base,B68,B68,282set_B68,B68,B68:8042MABXX:4:H7,PI550465,0.39466,7.1038,1.97328,0.39466
KAKRNA21_10346931_L3Tip_B68_GACGAT,L3Tip,L3Tip,B68,B68,282set_B68,B68,B68:8042MABXX:4:H7,PI550465,0,196.19449,0,2.97264
KAKRNA18_Kern_B68_ACACGC,Kern,Kern,B68,B68,282set_B68,B68,B68:8042MABXX:4:H7,PI550465,3.73711,0,0,24.91407
10343262_LMAN8_B73_AATGAA,LMAN8,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,67.5348,0.23288,22.12347
10343262_LMAN8_B73_CCAATT,LMAN8,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,55.16885,0,31.97286
10343262_LMAN8_B73_GCGCTG,LMAN8,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,74.53313,0,26.26405
10343262_LMAN8_B73_GGCCAA,LMAN8,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,70.625,0,29.26802
10343264_LMAD26_B73_CAAGCA,LMAD26,LMAD,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,64.99661,0,17.58732
10343264_LMAN26_B73_ACTCTT,LMAN26,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,37.60756,0,23.14311
10343264_LMAN26_B73_CCTGCT,LMAN26,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,30.59185,0,28.23863
10343264_LMAN26_B73_GTGTAG,LMAN26,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,42.60765,0,25.72537
10343264_LMAN26_B73_TCAGGA,LMAN26,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,39.1147,0.30088,25.57499
10343927_LMAD26_B73_CAGATG,LMAD26,LMAD,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,99.98852,0.40979,31.55375
10343927_LMAD26_B73_CGCGGA,LMAD26,LMAD,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,57.27379,0,28.11623
10343927_LMAD26_B73_GATCAC,LMAD26,LMAD,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,57.77622,0,20.24637
10343927_LMAD26_B73_TATGTC,LMAD26,LMAD,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,44.3736,0,24.25757
10343927_LMAD26_B73_TTCCGC,LMAD26,LMAD,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,77.77421,0,24.18421
10343927_LMAN8_B73_AGGCAT,LMAN8,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,79.03925,0,28.94395
10343927_LMAN8_B73_CACACT,LMAN8,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,113.84749,0,34.94853
10343927_LMAN8_B73_GCGCTG,LMAN8,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,67.20519,0,34.51077
10344823_LMid_B73_CAGGAC,L3Mid,L3Mid,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,5.22336,101.85548,0.52234,3.13401
10344823_LMid_B73_CGCCTG,L3Mid,L3Mid,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,9.16859,92.29718,0,3.66744
10344825_L3Base_B73_CAGGAC,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,9.31358,2.88278,1.77402
10344825_L3Base_B73_CGCCTG,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,7.1483,2.64752,0.79426
10344827_LMAN26_B73_CCTGCT,LMAN26,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,39.06255,0,21.09378
10344827_LMAN26_B73_GAACCT,LMAN26,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,43.38982,0.8678,16.48813
10344827_LMAN26_B73_GCAGCC,LMAN26,LMAN,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,35.50803,0,30.80215
KAKRNA3_GShoot_B73_AACCGA,GShoot,GShoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,5.93539,5.19346,6.30635,6.30635
KAKRNA3_GShoot_B73_CCAATT,GShoot,GShoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,6.46698,5.44588,3.06331,1.36147
KAKRNA3_GShoot_B73_CTCCAT,GShoot,GShoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,6.58511,5.95796,3.13577,4.39007
KAKRNA3_GShoot_B73_GACGAT,GShoot,GShoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,8.10152,3.64568,2.83553,4.45584
KAKRNA3_GShoot_B73_GTTACC,GShoot,GShoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,10.07534,5.75734,4.67784,3.59834
KAKRNA5_GShoot_B73_AGTTGA,GShoot,GShoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,9.98204,7.37803,5.64202,5.64202
KAKRNA5_GShoot_B73_CAGCGT,GShoot,GShoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,4.52264,1.04369,5.56633,3.47896
KAKRNA5_GShoot_B73_GACGAT,GShoot,GShoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,24.78751,5.65329,3.91382,5.65329
KAKRNA4_10346258_GRoot_B73_AACCGA,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,25.51405,0,1.61994,2.02492
KAKRNA4_10346258_GRoot_B73_CCAATT,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,18.04773,0,2.65408,0.26541
KAKRNA4_10346258_GRoot_B73_CTCCAT,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,108.77952,0,1.12725,1.97269
KAKRNA4_10346258_GRoot_B73_GACGAT,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,29.64444,0.23716,5.45458,2.60871
KAKRNA4_10346258_GRoot_B73_GTTACC,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,46.67816,0,2.06541,2.06541
KAKRNA2_10346259_GRoot_B73_AACAAG,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,16.66889,0,2.92437,0.87731
KAKRNA2_10346259_GRoot_B73_ATTGGT,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,109.39244,0,1.57399,2.09866
KAKRNA2_10346259_GRoot_B73_CGAAGG,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,17.2332,0,1.82776,2.34998
KAKRNA2_10346259_GRoot_B73_CGGTTA,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,11.8578,0,3.9526,1.31753
KAKRNA2_10346259_GRoot_B73_CTAGTC,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,29.65248,0,0.61139,0.61139
KAKRNA2_10346259_GRoot_B73_GACGAT,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,15.58631,0,3.80999,2.07817
KAKRNA2_10346259_GRoot_B73_GCGCTG,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,12.03524,0,1.71932,1.37546
KAKRNA2_10346259_GRoot_B73_GTGTAG,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,32.23581,0,2.30256,3.74166
KAKRNA2_10346259_GRoot_B73_TTCGAG,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,60.00409,0,0.72294,1.08441
KAKRNA6_10346261_GRoot_B73_AGTTGA,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,32.79506,0,3.09387,2.4751
KAKRNA6_10346261_GRoot_B73_CAGCGT,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,138.72492,0,2.95159,3.93546
KAKRNA6_10346261_GRoot_B73_GACGAT,GRoot,GRoot,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,53.90145,0,2.87474,2.15606
KAKRNA27_10346929_Kern_B73_CAGCGT,Kern,Kern,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,1.47341,0.98227,25.04789
KAKRNA27_10346929_L3Tip_B73_AACGCC,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,195.96601,0,1.50743
KAKRNA27_10346929_L3Tip_B73_ACATTA,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.63423,149.53174,0,3.26845
KAKRNA27_10346929_L3Tip_B73_AGAATC,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.21751,120.53353,0,0
KAKRNA27_10346929_L3Tip_B73_CCGACC,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,114.92674,0,0.68409
KAKRNA27_10346929_L3Tip_B73_GCTCGA,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.88424,152.62366,0,3.76849
KAKRNA27_10346929_L3Tip_B73_GGTGAG,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,139.20403,1.66379,1.66379
KAKRNA20_10346930_L3Base_B73_ACCTAC,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,3.89625,4.45286,0
KAKRNA20_10346930_L3Base_B73_ACTCTT,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.80989,12.95825,0.80989,0.40495
KAKRNA20_10346930_L3Base_B73_CACTAA,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.47662,6.196,1.19154,0.47662
KAKRNA20_10346930_L3Base_B73_CTAGTC,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.97676,13.349,2.2791,0.65117
KAKRNA20_10346930_L3Base_B73_GAAGTG,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.04891,9.96462,3.14672,0.52445
KAKRNA20_10346930_L3Base_B73_GAGTCC,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,15.31639,2.87182,0.95727
KAKRNA20_10346930_L3Base_B73_GCCACA,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.604,19.3281,1.81201,1.81201
KAKRNA20_10346930_L3Base_B73_GTGCCA,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.80149,22.04093,1.60298,0.80149
KAKRNA20_10346930_L3Base_B73_GTTACC,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,1.07793,8.62343,3.23379,0.71862
KAKRNA20_10346930_L3Base_B73_TACCTT,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,3.24009,2.83508,0
KAKRNA20_10346930_L3Base_B73_TGGCGA,L3Base,L3Base,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.94201,9.73415,0.314,0.94201
KAKRNA21_10346931_L3Tip_B73_ACCTAC,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,107.14693,0,1.53067
KAKRNA21_10346931_L3Tip_B73_ACTCTT,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0.98821,163.54922,0,1.48232
KAKRNA21_10346931_L3Tip_B73_CACTAA,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,132.51454,0,3.87469
KAKRNA21_10346931_L3Tip_B73_CTAGTC,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,131.61084,0,3.03717
KAKRNA21_10346931_L3Tip_B73_GAAGTG,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,165.95232,0,0
KAKRNA21_10346931_L3Tip_B73_GAGTCC,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,123.05652,0,3.1392
KAKRNA21_10346931_L3Tip_B73_GCCACA,L3Tip,L3Tip,B73,B73,282set_B73,B73,B73:8042MABXX:4:A3,PI550473,0,137.21336,0,1.02017
