RawPhenotypeNames,TissueWODate,AC148152.3_FG001,AC148152.3_FG005,AC148152.3_FG008
CO106,Kern,0.30869,0.30869,0
CO125,LMAD,1.55934,0,160.61252
CO125,LMAN,1.47491,0,30.23558
CO125,GShoot,0,11.39333,6.836
CO125,GRoot,1.3519,87.87362,0
CO125,L3Base,0,0.49579,15.3695
CO125,L3Tip,0,0.84735,85.58204
CO125,Kern,0,9.75029,0
CO255,LMAD,0,0,82.6283
CO255,LMAN,0,0,51.33087
CO255,GShoot,0,80.06924,8.59639
CO255,GRoot,0.32844,44.99627,0
CO255,L3Base,0,5.76765,13.84236
CO255,L3Tip,0,0,78.30512
CO255,Kern,0,2.82117,0
CI.7,LMAN,0,0,0
CI.7,LMAD,0.34174,0,57.75386
CI.7,GShoot,0.50124,6.01492,3.00746
CI.7,GRoot,0.77669,4.66013,0
CI.7,L3Base,0,2.2849,14.09023
CI.7,L3Tip,0,0,106.26084
CI.7,Kern,0,0.40782,0.40782
CI90C,LMAD,0,0,51.84173
CI90C,LMAN,0.45788,0,41.66691
CI90C,GShoot,0.23747,31.82124,5.46185
CI90C,GRoot,0.3192,5.42646,0
CI90C,L3Tip,0,0,68.42347
CI90C,L3Base,0.81492,0.81492,7.74175
CI90C,Kern,0,0.38058,0
CI91B,LMAD,0,0,142.68288
CI91B,LMAN,0,0,87.66908
CI91B,GShoot,0,171.37358,4.98179
CI91B,GRoot,0.48017,31.69091,0.48017
CI91B,L3Tip,0.55899,12.85674,145.33706
CI91B,L3Base,0,3.92606,17.66726
CI91B,Kern,0,0,0
D940Y,LMAD,0,0,116.40992
D940Y,LMAN,0.2085,0,46.70453
D940Y,GShoot,0.18425,128.9766,3.68505
D940Y,GRoot,0,7.71797,0
D940Y,L3Base,0,4.67373,11.89676
D940Y,L3Tip,0,2.60532,127.66045
D940Y,Kern,0,5.18449,0
DE1,LMAN,0,0,52.3535
DE1,GShoot,0.23755,264.86842,3.08815
DE1,GRoot,1.28633,17.5799,0.21439
DE1,L3Base,0,0.7007,6.65669
DE1,L3Mid,2.36272,20.08309,98.05273
DE1,L3Tip,1.96023,2.61364,37.89773
DE1,Kern,0,0.66762,0
DE811,LMAN,0,0.52747,99.69175
DE811,LMAD,0,0,130.17078
DE811,GShoot,0,173.18841,15.53769
DE811,GRoot,2.08107,8.62157,0
DE811,L3Tip,0,0,202.20303
DE811,L3Base,0,3.87657,15.50628
DE811,Kern,0,0.62593,0
E2558W,LMAN,0,1.31866,41.53783
E2558W,LMAD,0,0,95.81691
E2558W,GShoot,0,101.52489,2.75011
E2558W,GRoot,2.58155,0.73758,0
E2558W,L3Tip,0,1.65549,131.61146
E2558W,Kern,0,0.66373,0.66373
EP1,LMAD,0,0,91.11337
EP1,LMAN,0,0,32.38027
EP1,GShoot,0,117.44289,2.6921
EP1,GRoot,0,154.32355,0
EP1,L3Base,0,0,12.54128
EP1,L3Tip,0,0,145.36733
EP1,Kern,0,0,0
F2834T,LMAN,0,0,48.11263
F2834T,GShoot,0.28446,16.78292,3.12902
F2834T,GRoot,0.96273,1.4441,0
F2834T,LMAD,0.61738,0,73.46782
F2834T,L3Base,0,1.41528,13.68107
F2834T,L3Tip,8.90662,0,71.25294
F2834T,Kern,0,0,0
F6,LMAD,0,0,39.08584
F6,LMAN,0,0,10.16715
F6,GShoot,0,392.19881,2.47835
F6,GRoot,1.45868,12.15567,0
F6,L3Base,0,10.29077,20.00983
F6,L3Tip,0,1.63844,61.44151
F6,Kern,0,0.31808,0
F7,LMAD,0,0,112.36798
F7,LMAN,0,0,51.31883
F7,GShoot,0,309.05851,2.19385
F7,GRoot,0,4.32274,0
F7,L3Base,0,26.18385,10.41403
F7,L3Tip,0,0,96.74718
F7,Kern,0,3.92817,0
GA209,LMAD,0,0,172.67701
GA209,LMAN,0,0,50.82904
GA209,GShoot,0.83439,167.29434,3.33754
GA209,GRoot,11.77168,135.22344,0
GA209,L3Tip,0.64541,1.93622,142.63507
GA209,L3Base,1.86393,89.46847,14.91141
GA209,Kern,0,1.28853,0
GT112,LMAD,0,0,24.89807
GT112,LMAN,0,0,39.68649
GT112,GShoot,0,40.16939,0.84567
GT112,GRoot,0,39.98334,0
GT112,L3Tip,0,0,95.79483
GT112,L3Base,0,1.21453,2.8339
GT112,Kern,0,0.31745,0
H105W,LMAN,0.76555,0,62.7748
H105W,GShoot,0,16.79392,3.46541
H105W,GRoot,0.32993,16.16662,0.32993
H105W,L3Base,0,0,10.25934
H105W,L3Tip,0.62446,16.86055,121.77066
H105W,Kern,0,0.32442,0
H49,LMAN,0,3.0682,46.02298
H49,GShoot,0,358.17873,2.668
H49,GRoot,1.69522,34.18689,0
H49,L3Base,0,1.32257,12.96123
H49,L3Tip,0.98207,0.98207,72.67297
H49,Kern,0,1.96073,0
H84,LMAN,3.24654,0,27.59557
H84,GShoot,0.6635,11.94303,1.65875
H84,GRoot,5.39641,11.51234,0
H84,L3Tip,1.30883,0,53.00763
H84,Kern,0,0,0.28741
H91,LMAN,0,0,48.9828
H91,LMAD,0,0,85.7536
H91,GShoot,0,6.24365,1.93769
H91,GRoot,0.94138,13.17927,0.47069
H91,L3Base,0,0,5.06813
H91,L3Tip,0,0,94.45206
H91,Kern,0,0.68499,0
H95,LMAN,0,0,56.67596
H95,GShoot,0,7.46815,2.90428
H95,GRoot,0,0.97747,0.65165
H95,L3Base,0,6.91317,13.82635
H95,L3Tip,0,0,97.75569
H95,Kern,0,0,0
H99,LMAD,0,0,143.75822
H99,LMAN,0,0,45.5376
H99,GShoot,0,15.99462,5.17473
H99,GRoot,0,29.14749,0.74737
H99,L3Base,0,10.60261,26.31019
H99,L3Tip,0,0,107.53234
H99,Kern,0,0,0
HP301,LMAN,0.37961,0,46.31182
HP301,LMAD,0,1.49766,86.11529
HP301,GShoot,0,12.41709,3.38648
HP301,GRoot,0.51848,44.07099,0
HP301,L3Base,0,0,8.81616
HP301,L3Tip,0,0.57493,62.09275
HP301,Kern,0,0,0
Hi27,LMAD,0,0.42698,67.46223
Hi27,LMAN,0,0,18.72709
Hi27,GShoot,0,4.47069,0.3439
Hi27,GRoot,0,1.22319,0
Hi27,GRoot,2.85092,50.09477,0
Hi27,L3Tip,0,0,81.71237
Hi27,L3Base,0,2.27761,7.59204
Hi27,L3Tip,0,0,69.08333
Hi27,L3Base,0,0.90365,0.90365
Hi27,Kern,0,0.85992,0
I137TN,LMAD,1.0475,0,74.37221
I137TN,LMAN,0,0,38.12225
I137TN,GShoot,0,113.8997,2.67999
I137TN,GRoot,0.9314,2.79421,0
I137TN,L3Base,0,21.03791,12.21556
I137TN,L3Mid,0,14.29156,102.89921
I137TN,L3Tip,2.60525,0.52105,63.04693
I137TN,Kern,0,0.92751,0.92751
I205,LMAN,0,0,51.73779
I205,GShoot,0,370.23949,4.94973
I205,GRoot,3.18867,9.56601,0.24528
I205,L3Tip,0.61423,1.22845,91.51974
I205,L3Base,0.81033,2.16089,10.53435
I205,Kern,0.59187,0.88781,0.59187
I29,LMAD,0,0,112.58623
I29,LMAN,0,0,48.46368
I29,GShoot,0.26192,90.10141,3.14307
I29,GRoot,2.24383,25.32321,1.92328
I29,L3Tip,0,2.10767,103.2759
I29,L3Base,0,1.88913,12.27936
I29,Kern,0.32823,0,0.65646
IA2132,LMAD,0.53854,0,149.71427
IA2132,LMAN,0,0,70.43098
IA2132,GShoot,0,85.15389,2.01786
IA2132,GRoot,1.92372,153.89746,0
IA2132,L3Tip,0,0,153.6297
IA2132,L3Base,1.16255,0,18.60075
IA2132,Kern,0,0,0
IDS28,LMAN,0,0,21.49741
IDS28,GShoot,0,14.99796,4.45885
IDS28,GRoot,0,16.26103,0
IDS28,L3Base,0,0,15.6045
IDS28,L3Tip,0,1.0575,67.6797
IDS28,Kern,0,1.41335,0
IDS69,LMAN,0.35964,0,13.30668
IDS69,L3Mid,0,4.09433,59.07536
IDS69,L3Base,0.30382,0,6.38018
IDS69,LMAD,0,0,29.21424
IDS69,GShoot,0.40827,4.89922,0
IDS69,GRoot,2.76334,2.14927,0
IDS69,L3Base,1.11206,0.55603,17.23697
IDS69,L3Tip,0,0,50.89175
IDS69,Kern,0,0,0
IDS91,LMAN,0,0,13.83394
IDS91,GShoot,0.33785,5.06775,1.3514
IDS91,GRoot,3.02536,3.02536,0
IDS91,L3Tip,0,2.07596,68.50658
IDS91,L3Base,0.27701,0,4.98619
IDS91,Kern,0,0,0
Hy,GShoot,0,15.24342,3.26645
Hy,GRoot,0,15.74733,0
Hy,L3Base,0,0.61336,6.74697
Hy,L3Tip,0,1.60104,130.48503
Hy,LMAN,0,0,37.71488
Hy,LMAD,0,0,57.68743
Ia5125,LMAD,0,0,103.0637
Ia5125,LMAN,0,0,70.686
Ia5125,GShoot,0.34159,208.70956,2.04952
Ia5125,GRoot,1.83115,35.83824,0.52319
Ia5125,L3Tip,2.50356,1.66904,99.308
Ia5125,L3Base,1.64057,59.47078,27.88975
Il101,LMAN,0.94835,0.47418,79.66169
Il101,GShoot,0,91.64595,5.87474
Il101,GRoot,1.18129,39.27781,0.29532
Il101,L3Base,0.8534,0.64005,14.93452
Il101,L3Tip,1.57153,0,156.10497
Il101,Kern,0,0.33382,0
Il14H,GShoot,0,104.69639,5.72111
Il14H,LMAD,0,0,47.42863
Il14H,GRoot,1.09621,0,1.46161
Il14H,LMAN,0.64853,0,36.9663
Il14H,L3Tip,0.96951,1.93902,115.37159
Il14H,L3Base,0,0,22.18041
Il14H,Kern,0.84629,0.56419,0
Il14H,Kern,0,1.5867,0.79335
K148,LMAN,0.79337,0,20.62763
K148,LMAD,0,0,85.27499
K148,GShoot,0,95.36055,4.68986
K148,GRoot,7.50794,0.85805,0
K148,L3Tip,0.75851,2.27553,80.40203
K148,L3Base,0.72661,59.58214,13.80562
K148,Kern,0,0,0
K4,LMAD,0,0,74.59915
K4,LMAN,0,0,33.24993
K4,GShoot,0,55.19306,6.18543
K4,GRoot,0,79.53945,0
K4,L3Base,0,0.54443,23.9551
K4,L3Tip,0,0,133.21659
K4,Kern,0,0.25503,0
K55,LMAN,0,0.51221,16.90291
K55,L3Mid,0,0,50.33287
K55,L3Base,0,0.82651,1.92851
K55,LMAD,0,0,60.61511
K55,GShoot,0,9.78496,1.77908
K55,GShoot,0,3.868,1.934
K55,GRoot,0,10.77798,0
K55,L3Base,0,0,4.76249
K55,L3Tip,0,0,59.532
K55,Kern,0,0,0
K64,LMAD,0.88165,0,70.97293
K64,LMAN,0,0,25.28502
K64,GShoot,0,220.22456,6.91526
K64,GRoot,0.34418,3.44179,0.34418
K64,L3Base,0,2.61849,10.9104
K64,L3Tip,1.20846,0.60423,99.0937
K64,Kern,0,0.36297,0.36297
KY226,LMAN,0,0,41.99737
KY226,LMAD,0,0,136.07885
KY226,GShoot,0,14.11775,13.12703
KY226,GRoot,0.47102,14.13072,0
KY226,L3Tip,1.00617,0,99.61093
KY226,L3Base,0,2.04232,24.5078
KY226,Kern,0.76327,0,0.76327
KY228,LMAD,0.23423,0.23423,44.50282
KY228,LMAN,0,0,27.21246
KY228,GShoot,0,150.30808,12.32033
KY228,GRoot,0,9.82709,0
KY228,L3Base,0,3.32674,15.52479
KY228,L3Tip,0,1.0308,114.41858
KY228,Kern,0,0.37394,0.37394
Ki11,LMAD,0,0,106.35
Ki11,LMAN,0,0.40201,45.8291
Ki11,GShoot,0.34488,35.52246,16.55416
Ki11,GRoot,5.93317,159.00895,0
Ki11,L3Base,0,0,23.64224
Ki11,L3Tip,0,0,82.44514
Ki14,LMAD,0,0,90.16482
Ki14,GShoot,0,18.18684,14.73761
Ki14,GRoot,1.38675,32.93523,0.34669
Ki14,LMAN,0,0,40.45481
Ki2021,GShoot,0,9.89701,4.27979
Ki2021,GShoot,0,105.78699,4.87498
Ki2021,GRoot,0.50771,15.23132,1.52313
Ki21,LMAD,0.37803,0,46.87567
Ki21,LMAN,0,0,35.33219
Ki21,GShoot,0.24342,7.7895,9.73688
Ki21,GRoot,0,53.55013,0
Ki21,L3Tip,0,0,90.22519
Ki21,L3Base,0,0,12.62373
Ki21,Kern,0,0,0
Ki43,GShoot,0,73.79059,1.05415
Ki43,GRoot,0,5.48144,0
Ki43,L3Tip,0,4.63625,105.0884
Ki43,L3Base,0,2.8315,8.899
Ki43,Kern,0,2.94234,0.32693
Ki44,LMAD,0,0,90.80981
Ki44,L3Mid,0.81091,8.91996,122.44668
Ki44,L3Base,0,12.88004,14.75351
Ki44,LMAN,0,0,18.86232
Ki44,GShoot,0,24.41955,6.72422
Ki44,GRoot,0,3.30984,0
Ki44,L3Base,0,22.06969,39.04638
Ki44,L3Tip,0,6.76397,130.77004
Ki44,Kern,0,0,0
Ky21,LMAD,0,0,99.25811
Ky21,LMAN,0,0.29924,55.06103
Ky21,GShoot,0,8.59832,3.43933
Ky21,GRoot,1.24563,1.24563,0
Ky21,L3Tip,0,0,119.34369
Ky21,L3Base,0,1.25089,11.88342
Ky21,Kern,0,0.53461,0.26731
L317,LMAN,0,0,54.9331
L317,LMAD,0,0,82.91875
L317,GShoot,0.78216,17.20763,3.12866
L317,GRoot,0,75.47178,0
L317,L3Tip,2.53629,5.91801,94.6881
L317,L3Base,1.80195,7.20779,12.16314
L317,Kern,0,0,0
L578,LMAD,0,0,67.36777
L578,LMAN,0,0,17.89911
L578,GShoot,0,5.0846,5.25409
L578,GRoot,0,28.1266,0
L578,L3Base,0,1.70565,15.35082
L578,L3Tip,0,0.54047,116.20045
L578,Kern,0,0,0
M14,LMAN,1.01031,2.02062,7.07216
M14,GShoot,0,133.29841,1.12015
M14,GRoot,0.81674,62.48065,0
M14,L3Base,0,0.58408,6.71694
M14,L3Mid,0,0,33.34279
M14,L3Tip,0.53757,0.53757,26.34103
M14,Kern,0,0,0
M162W,LMAD,0.49713,0,68.6046
M162W,LMAN,0,0,50.57156
M162W,GRoot,0.50305,0.50305,0
M162W,L3Base,0.73131,10.96963,23.03623
M162W,L3Tip,0.58637,0,94.99194
M162W,Kern,0,0.40903,0
M37W,LMAD,0,0,137.70588
M37W,LMAN,0,0.48681,35.05
M37W,GShoot,0.24841,123.46086,4.71983
M37W,GRoot,0.58049,22.63922,1.16099
M37W,L3Base,0,18.46763,19.6988
M37W,L3Mid,0,5.04373,134.49959
M37W,L3Tip,2.82237,2.11678,58.56415
M37W,Kern,1.04154,3.47178,0.34718
MEF156-55-2,LMAD,1.26387,0,114.38001
MEF156-55-2,LMAN,2.64412,0,31.20057
MEF156-55-2,GShoot,0,239.46305,4.94304
MEF156-55-2,GRoot,4.21591,11.88119,0
MEF156-55-2,L3Tip,0,2.89707,111.53719
MEF156-55-2,L3Base,0,4.32528,7.10581
MEF156-55-2,Kern,0,3.80144,0
MO1W,LMAN,0.88704,0,51.89208
MO1W,LMAD,1.11858,0,81.65625
MO1W,GShoot,0,117.24274,5.23405
MO1W,GRoot,0,18.20321,0
MO1W,L3Tip,0.63561,1.27123,65.46818
MO1W,L3Base,0,1.90432,14.96251
MO1W,Kern,0.59852,1.4963,0.59852
MS1334,LMAD,1.03543,0,137.71231
MS1334,LMAN,0.48381,0,51.28413
MS1334,GShoot,0.25189,98.7413,5.03782
MS1334,GRoot,1.82831,74.96058,0
MS1334,L3Base,1.28856,0,9.44943
MS1334,L3Tip,3.63125,0,172.48442
MS1334,Kern,0,0,0.62335
MS153,LMAN,0,1.41738,63.78193
MS153,LMAD,0.55587,3.33523,89.49525
MS153,GShoot,0,124.77729,1.6805
MS153,GRoot,0,16.06259,0
MS153,L3Base,0,7.17957,16.60275
MS153,L3Tip,0,1.70374,90.29827
MS153,Kern,0,0,0
Mo17,LMAN,0,1.06367,89.34847
Mo17,GShoot,0,266.42403,3.87244
Mo17,GRoot,0,50.19339,2.42313
Mo17,L3Base,0,35.13727,25.78622
Mo17,L3Mid,0,42.44358,144.86177
Mo17,L3Tip,0,14.65217,130.35383
Mo17,Kern,0,1.36852,0.45617
Mo18W,LMAD,1.71582,0,85.21925
Mo18W,LMAN,0.62889,0,33.01668
Mo18W,GShoot,0,255.65522,1.28148
Mo18W,GRoot,0,2.59499,0
Mo18W,L3Base,0,6.92392,20.07936
Mo18W,L3Tip,1.72594,0,108.73422
Mo18W,Kern,0,0,0
Mo24W,L3Base,1.7533,8.18208,15.19529
Mo24W,L3Tip,0,0,129.24707
Mo44,LMAN,0,0.54127,54.12673
Mo44,GShoot,0,221.58404,1.13827
Mo44,GRoot,1.52569,23.19049,0
Mo44,L3Tip,0,6.46003,85.59543
Mo44,L3Base,0.25335,0.25335,5.06707
Mo44,Kern,0,1.71913,0.85956
Mo45,LMAN,0,0,76.02037
Mo45,LMAD,0,0,70.3008
Mo45,GShoot,0,103.11061,2.96295
Mo45,GRoot,1.74179,86.21848,0
Mo45,L3Base,0,0.92858,4.17859
Mo45,L3Tip,0,0,77.48789
Mo45,Kern,0,2.18906,0
Mo46,LMAN,0,4.34788,52.17456
Mo46,GShoot,0,127.95627,5.19047
Mo46,GRoot,0.3066,103.01862,0
Mo46,L3Base,0,8.66068,12.59735
Mo46,L3Tip,0,2.94709,114.93659
Mo47,LMAN,0,0,60.72439
Mo47,LMAD,0,0.37911,185.00609
Mo47,GShoot,0,58.52372,2.89006
Mo47,GRoot,1.12114,24.66501,0
Mo47,L3Tip,0,3.9089,111.79452
Mo47,L3Base,0,8.5329,23.46548
Mo47,Kern,0,1.20564,0.48226
MoG,GShoot,0,70.49977,2.45929
MoG,GRoot,2.52123,21.01023,0
MoG,L3Base,0.35129,0.35129,10.1875
MoG,L3Tip,0,0.36358,86.89469
MoG,Kern,0,0,0
Mp339,LMAD,0.4431,0,62.47679
Mp339,LMAN,0.41293,0,14.86539
Mp339,GShoot,0,62.14836,1.96258
Mp339,GRoot,0,37.24118,0
Mp339,L3Base,0,5.16217,4.69289
Mp339,L3Tip,0,0.77727,55.18586
Mp339,Kern,0,0,0.44088
Mt42,GShoot,0,42.38337,10.41625
Mt42,LMAD,0,1.06126,173.51527
Mt42,GRoot,0,33.88718,0.73668
Mt42,LMAN,0,0,78.22632
Mt42,L3Base,0,0,21.90379
Mt42,L3Tip,0,0,179.60161
Mt42,Kern,0,1.62866,0.27144
N192,LMAD,0,0,184.27414
N192,L3Mid,0,2.97197,179.30912
N192,L3Base,0,7.01185,10.80994
N192,LMAN,0,0,48.35834
N192,GShoot,0,43.50137,4.77761
N192,GRoot,0,26.68491,0
N192,L3Base,0,0.61033,7.62911
N192,L3Tip,0,0,147.84584
N192,Kern,0,0,0
N28Ht,LMAN,0,0,39.40761
N28Ht,LMAD,0,0,52.67469
N28Ht,GShoot,0,144.66033,6.92818
N28Ht,GRoot,0,12.47117,0
N28Ht,L3Tip,0,1.19261,73.94168
N28Ht,L3Base,0,0.62453,13.73963
N28Ht,Kern,0,1.83271,0
NC222,LMAD,1.38595,0,24.39271
NC222,LMAN,0.59912,0,17.0748
NC222,GShoot,0,96.97879,0.88971
NC222,GRoot,1.03119,1.03119,0
NC222,L3Base,0,253.8463,10.01084
NC222,L3Mid,3.15265,104.03745,51.23056
NC222,L3Tip,0,61.04174,51.914
NC222,Kern,0,0,0
NC230,LMAD,0,0,59.90516
NC230,LMAN,0,0,6.57404
NC230,GShoot,0.19518,329.26681,3.51322
NC230,GRoot,1.03879,20.08326,0
NC230,L3Base,0,7.71346,6.68499
NC230,L3Tip,1.12886,0,45.71891
NC230,Kern,0.23993,0,0.23993
NC232,LMAD,0,0,14.8823
NC232,LMAN,0,0,12.62609
NC232,GShoot,0.21475,70.43662,2.7917
NC232,GRoot,0.87835,27.00913,0.21959
NC232,L3Tip,2.07889,16.63111,42.61722
NC232,L3Base,0,25.00564,7.50169
NC232,Kern,0,1.85842,0
NC236,LMAD,0,0,76.64429
NC236,LMAN,0.27376,0,14.78326
NC236,GShoot,0.63174,290.60117,1.26348
NC236,GRoot,0,33.95181,0
NC236,L3Tip,0.60388,3.01939,50.1218
NC236,L3Base,0.23245,2.78944,4.64906
NC236,Kern,0,1.61561,0
NC238,LMAD,0,0,41.52738
NC238,LMAN,0,0,38.32081
NC238,GShoot,0,61.6302,2.86652
NC238,GRoot,0.36811,26.13606,0
NC238,L3Tip,0,0,62.04758
NC238,L3Base,0,4.05488,6.95123
NC238,Kern,0,0,0
NC250,LMAN,0.32572,0.32572,9.12028
NC250,LMAD,0.56429,0,73.35722
NC250,GShoot,0,46.48947,4.98101
NC250,GRoot,5.95874,22.43291,0.35051
NC250,L3Tip,0,0,63.68559
NC250,L3Base,1.37666,1.83554,8.71883
NC250,L3Tip,1.99201,0,70.71651
NC250,L3Base,3.48936,0.74772,3.48936
NC250,Kern,0,0,0
NC250,Kern,0,0,0
NC258,LMAD,0,0,52.08919
NC258,LMAN,0,0,22.87896
NC258,GShoot,0,457.91283,3.17194
NC258,GRoot,0,75.58487,0
NC258,L3Tip,0,3.78424,58.27723
NC258,L3Base,0,19.50126,12.18829
NC258,Kern,0,0,0
NC260,LMAN,0,0,43.74488
NC260,GShoot,0,74.47774,3.08716
NC260,GRoot,1.23532,21.00049,0
NC260,L3Base,0,3.66103,20.33905
NC260,L3Tip,0,1.61604,92.1143
NC260,Kern,0,0.47064,0.47064
NC262,LMAN,0,0,8.69423
NC262,LMAD,0,0,59.90468
NC262,GShoot,0,3.93359,6.43678
NC262,GRoot,0,54.3223,0
NC262,L3Tip,0,0,64.01235
NC262,L3Base,0,1.01809,2.03618
NC262,Kern,0,0,0.37059
NC264,LMAN,0,0,68.58376
NC264,LMAD,0,0,75.28935
NC264,GShoot,0,14.39358,10.98457
NC264,GRoot,1.9427,47.27236,0
NC264,L3Tip,0,0.82105,158.46248
NC264,Kern,0,0,0
NC290A,LMAN,0,0,38.52031
NC290A,LMAD,0,0,79.92476
NC290A,GShoot,0,4.45572,1.59133
NC290A,GRoot,0,9.17162,0
NC290A,L3Tip,0,0,74.29532
NC290A,L3Base,0,2.25754,1.50503
NC290A,Kern,0,0,0
NC294,LMAN,0,0,36.44571
NC294,LMAD,1.14757,0.57378,80.32986
NC294,GShoot,0.2863,13.16986,3.43562
NC294,GRoot,2.46311,75.05243,0
NC294,L3Tip,0.74681,0,56.7577
NC294,L3Base,1.79703,0,0.35941
NC294,Kern,0,0,0
NC296,LMAD,0,0,70.78027
NC296,GShoot,0,41.30429,15.24325
NC296,GRoot,0,24.31111,1.81426
NC296,LMAN,0,0.24236,8.48259
NC296,L3Base,0,1.6474,27.01728
NC296,L3Tip,0,0,105.09293
NC296,Kern,0,0,0
NC296A,LMAD,0,0,71.176
NC296A,LMAN,0,0.29792,7.74605
NC296A,GShoot,0,237.32484,8.26399
NC296A,GRoot,0,16.04965,0.55344
NC296A,L3Base,0,0.76574,17.61193
NC296A,L3Tip,0,0.6598,96.99058
NC296A,Kern,0,0,0
NC298,L3Tip,0,0.86799,111.1025
NC298,L3Base,0,2.23468,15.64276
NC300,LMAD,0,0,81.94216
NC300,GShoot,0.46725,5.1397,34.57613
NC300,GRoot,6.94053,62.46474,1.46116
NC300,LMAN,0.34449,0,24.80336
NC300,L3Tip,0,7.42332,111.92077
NC300,L3Base,1.42279,9.67499,19.06542
NC300,Kern,0,0.24452,0.65204
NC302,LMAD,0,0,69.6562
NC302,LMAN,0,0,33.81913
NC302,GShoot,0,64.20721,5.38512
NC302,GRoot,0,5.27625,0
NC302,L3Base,0,9.86426,30.14079
NC302,L3Mid,0,0,165.69568
NC302,L3Tip,0,0,143.12545
NC302,Kern,0,0,0.71784
NC304,LMAD,0,0,67.13547
NC304,LMAN,0,0,8.49548
NC304,GShoot,0,102.39704,5.75264
NC304,GRoot,0,8.18577,0
NC304,L3Base,0,0.9656,23.65726
NC304,L3Tip,0,1.12618,78.83278
NC304,Kern,0,0.53064,0
NC306,LMAN,0,0,57.38558
NC306,LMAD,0,0,87.71292
NC306,GShoot,0,3.27203,8.36186
NC306,GRoot,0,10.2846,1.37128
NC306,L3Base,0,0.27239,12.25746
NC306,L3Tip,0,0,113.32415
NC306,Kern,0,0,0
NC310,LMAN,0,0,56.23555
NC310,GShoot,0,9.67544,3.04085
NC310,GRoot,0.21594,47.50717,0
NC310,L3Tip,0,0,120.95544
NC310,L3Base,0,0,5.38906
NC310,Kern,0,0,0
NC314,LMAN,0,0,11.40085
NC314,LMAD,0.46983,0,48.86241
NC314,GShoot,0.75626,100.96128,4.91572
NC314,GRoot,5.90257,32.7101,0.49188
NC314,L3Base,0,2.56899,0.64225
NC314,L3Tip,0,1.36763,49.23471
NC314,Kern,0,1.08906,0
NC318,LMAD,0,0,73.33064
NC318,LMAN,0.99271,0,41.69383
NC318,GShoot,0.19309,15.2539,5.02027
NC318,GRoot,2.85712,7.14279,0
NC318,L3Base,0,3.49383,35.63706
NC318,L3Tip,0,0,138.95828
NC318,Kern,0,0,0
NC320,LMAD,0.74085,0,96.68036
NC320,LMAN,0,0,38.65356
NC320,GShoot,0,51.46248,2.92876
NC320,GRoot,1.82728,5.8473,0
NC320,L3Tip,0,0.96851,156.89913
NC320,L3Base,0,1.15016,11.1182
NC320,Kern,0,0,0
NC324,LMAN,0,0,27.71497
NC324,LMAD,0,0,72.87303
NC324,GShoot,0,34.54817,1.99865
NC324,GRoot,9.12861,20.4307,0
NC324,L3Base,1.85901,0.46475,6.50653
NC324,L3Tip,1.14748,1.72121,61.38998
NC324,Kern,0,0,0
NC326,LMAN,0,0,40.44507
NC326,LMAD,0,0,99.17491
NC326,GShoot,0,4.02747,3.2952
NC326,GRoot,0,53.83687,0
NC326,L3Base,0,0,7.82642
NC326,L3Tip,0,4.47872,192.58485
NC326,Kern,0,0,0
NC328,LMAN,0,0,63.24768
NC328,LMAD,0,0,155.02543
NC328,GShoot,0,1.39291,4.8752
NC328,GRoot,0.33818,56.13835,0
NC328,L3Base,0,0.42252,4.2252
NC328,L3Tip,0,0,134.35397
NC328,Kern,0,0,0
NC33,LMAD,0,0,74.43581
NC33,LMAN,0,0,32.88097
NC33,GShoot,0,126.08682,1.53142
NC33,GRoot,5.15466,7.53374,0
NC33,L3Base,0,0.42951,7.7312
NC33,L3Tip,0,2.94036,82.82008
NC33,Kern,0,0,0
NC336,LMAD,0,0,51.37835
NC336,LMAN,0,0,17.53127
NC336,GShoot,0.53298,227.58208,3.99734
NC336,GRoot,0.61742,8.64394,0.61742
NC336,L3Base,0,3.52933,31.17571
NC336,L3Tip,0,0,118.50657
NC336,Kern,0,0,0
NC338,LMAD,0,0,91.9853
NC338,LMAN,0,0,19.03177
NC338,GShoot,0,193.59085,4.98517
NC338,GRoot,0.82401,24.44556,0
NC338,L3Base,0,3.54547,25.88193
NC338,L3Tip,0,0,143.68324
NC338,Kern,0,2.92168,0.97389
NC340,LMAN,0,3.7985,33.34239
NC340,LMAD,1.22749,0,111.08789
NC340,GShoot,0.60638,8.4893,18.19135
NC340,GRoot,6.14875,33.68444,0.26734
NC340,L3Base,0.35324,9.18421,26.84615
NC340,L3Tip,1.60581,3.21161,101.16584
NC340,Kern,0,0,0.63103
NC342,LMAN,0,0,15.15245
NC342,LMAD,0,0,50.89125
NC342,GShoot,0,4.34496,3.04147
NC342,GRoot,1.20224,14.42691,0
NC342,L3Base,0,0,1.9296
NC342,L3Tip,0,0,113.58715
NC344,LMAD,0,0,62.35089
NC344,GShoot,0,37.60289,2.44175
NC344,GRoot,0,60.13155,0.4205
NC344,LMAN,0,0,15.11571
NC344,L3Base,0,1.0299,10.29903
NC344,L3Tip,0,0,62.18324
NC344,Kern,0,0,0
NC346,LMAD,0,0,63.07781
NC346,LMAN,0,0,12.71521
NC346,GShoot,0,227.29524,5.45765
NC346,GRoot,0,19.9055,0
NC346,L3Base,0,1.79964,26.39473
NC346,L3Tip,0,0,105.90251
NC346,Kern,0,0,0.30602
NC348,LMAD,0.27917,0,53.32188
