OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,AC192244.3_FG007,GRMZM2G000231,GRMZM2G003124,GRMZM2G020148,GRMZM2G037048,GRMZM2G054225,GRMZM2G055802,GRMZM2G056697,GRMZM2G104316,GRMZM2G106950,GRMZM2G140559,GRMZM2G353905,GRMZM2G398500,GRMZM2G402493,GRMZM2G468111,GRMZM2G472671
KAKRNA18_Kern_ND246_CAAGCA,Kern,Kern,ND246,ND246,282set_ND246,ND246,ND246:8042MABXX:3:F6,PI550490,1.42228,5.68914,5.68914,15.64513,7.82257,51.91339,7.82257,5.68914,25.60112,0,14.93399,7.11142,2.13343,44.09082,1.42228,0
10343927_LMAD26_Oh7B_GTAGAA,LMAD26,LMAD,Oh7B,Oh7B,282set_OH7B,OH7B,OH7B:8042MABXX:4:B11,Ames19323,2.38136,1.29892,10.82436,8.87598,42.86448,11.69031,9.30895,3.89677,13.42221,13.85519,33.77201,0.21649,32.68958,30.74119,63.43077,3.89677
10344827_LMAN26_Oh7B_GTTACC,LMAN26,LMAN,Oh7B,Oh7B,282set_OH7B,OH7B,OH7B:8042MABXX:4:B11,Ames19323,2.53066,1.6871,5.06131,2.53066,54.40914,21.51059,24.04125,5.48309,7.59197,10.54441,30.78967,0.84355,29.52434,48.08249,5.90487,10.12263
KAKRNA14_GShoot_Oh7B_GTTACC,GShoot,GShoot,Oh7B,Oh7B,282set_OH7B,OH7B,OH7B:8042MABXX:4:B11,Ames19323,1.38697,4.62323,7.39716,65.64982,44.38298,18.03058,10.1711,2.77394,6.47252,110.03279,14.79433,1.38697,10.1711,70.27304,104.0226,6.93484
KAKRNA2_10346259_GRoot_Oh7B_AACCGA,GRoot,GRoot,Oh7B,Oh7B,282set_OH7B,OH7B,OH7B:8042MABXX:4:B11,Ames19323,5.13001,4.34077,10.26001,15.39002,21.70387,11.83847,38.67235,0.39462,6.31385,2.36769,11.04924,0.78923,3.55154,79.31778,114.43859,0.39462
KAKRNA20_10346930_L3Base_Oh7B_TATGTC,L3Base,L3Base,Oh7B,Oh7B,282set_OH7B,OH7B,OH7B:8042MABXX:4:B11,Ames19323,4.2369,3.17767,11.65147,185.01125,44.13436,13.06377,6.70842,2.11845,11.2984,66.73116,26.12754,1.05922,8.82687,103.45094,0.70615,14.47607
KAKRNA21_10346931_L3Tip_Oh7B_TATGTC,L3Tip,L3Tip,Oh7B,Oh7B,282set_OH7B,OH7B,OH7B:8042MABXX:4:B11,Ames19323,1.50357,0,12.52978,125.29776,16.5393,5.5131,3.50834,2.50596,26.06193,87.70843,33.5798,0.50119,27.56551,25.05955,3.50834,161.38351
KAKRNA17_Kern_Oh7B_TACCTT,Kern,Kern,Oh7B,Oh7B,282set_OH7B,OH7B,OH7B:8042MABXX:4:B11,Ames19323,0.56437,3.66839,4.79713,19.7529,29.62934,33.86211,4.51495,1.41092,17.77761,0.28218,12.13392,3.95058,5.3615,31.60463,38.94142,0.28218
10343262_LMAN8_Oh40B_AAGTGG,LMAN8,LMAN,Oh40B,Oh40B,282set_Oh40B,Oh40B,Oh40B:8042MABXX:2:D8,NSL28966,3.10929,1.24372,6.21858,0.62186,20.52132,20.52132,24.87433,18.03389,24.25247,0.62186,23.63062,0.62186,50.99238,11.19345,12.43717,1.24372
KAKRNA3_GShoot_Oh40B_CTCATA,GShoot,GShoot,Oh40B,Oh40B,282set_Oh40B,Oh40B,Oh40B:8042MABXX:2:D8,NSL28966,0,3.22968,7.59924,7.78922,14.0586,30.01701,29.44707,2.27977,10.63894,67.63327,15.57845,3.41966,10.82892,38.94612,0.56994,3.41966
KAKRNA4_10346258_GRoot_Oh40B_CTCATA,GRoot,GRoot,Oh40B,Oh40B,282set_Oh40B,Oh40B,Oh40B:8042MABXX:2:D8,NSL28966,2.81802,1.69081,10.42668,6.19965,13.2447,30.99823,30.99823,0,19.72614,0,7.60866,2.81802,3.66343,33.25264,43.67932,2.25442
KAKRNA27_10346929_L3Tip_Oh40B_CAATGC,L3Tip,L3Tip,Oh40B,Oh40B,282set_Oh40B,Oh40B,Oh40B:8042MABXX:2:D8,NSL28966,1.86549,2.79823,10.26017,37.30971,26.1168,17.72211,0,3.73097,15.85663,30.78051,20.52034,3.73097,43.83891,4.66371,1.86549,128.7185
KAKRNA26_L3Base_Oh40B_CAATGC,L3Base,L3Base,Oh40B,Oh40B,282set_Oh40B,Oh40B,Oh40B:8042MABXX:2:D8,NSL28966,0,0.69172,11.41337,10.72165,17.29299,26.97707,11.06751,2.42102,11.06751,29.39808,14.87197,3.4586,8.6465,86.81081,0.34586,18.33057
KAKRNA16_Kern_Oh40B_GGCCAA,Kern,Kern,Oh40B,Oh40B,282set_Oh40B,Oh40B,Oh40B:8042MABXX:2:D8,NSL28966,6.56382,4.10238,5.3331,0.41024,23.79383,25.02455,3.69215,2.05119,23.38359,0.41024,6.97405,6.56382,6.15358,24.20407,14.76858,0
10343262_LMAN8_Oh43E_TGCACG,LMAN8,LMAN,Oh43E,Oh43E,282set_Oh43E,Oh43E,Oh43E:8042MABXX:2:E7,Ames27183,1.22668,1.84002,5.52005,6.13339,39.25372,29.44029,49.06716,4.90672,8.58675,30.05363,31.28031,0.61334,24.53358,12.88013,12.88013,0
KAKRNA14_GShoot_Oh43E_AATGAA,GShoot,GShoot,Oh43E,Oh43E,282set_Oh43E,Oh43E,Oh43E:8042MABXX:2:E7,Ames27183,0,2.23736,6.07284,29.40531,32.92116,27.16795,16.62039,1.91774,6.07284,78.94687,12.78492,2.23736,10.86718,28.12682,1.91774,2.55698
KAKRNA2_10346259_GRoot_Oh43E_GCAGCC,GRoot,GRoot,Oh43E,Oh43E,282set_Oh43E,Oh43E,Oh43E:8042MABXX:2:E7,Ames27183,1.98034,0,9.50565,1.58428,32.47764,17.42703,31.68551,0,12.27813,1.58428,13.07027,2.37641,2.37641,36.43833,6.3371,0
KAKRNA20_10346930_L3Base_Oh43E_GTGTAG,L3Base,L3Base,Oh43E,Oh43E,282set_Oh43E,Oh43E,Oh43E:8042MABXX:2:E7,Ames27183,0,0,13.33903,12.95792,30.87033,21.34245,7.6223,2.66781,8.76565,72.79301,14.10126,0.38112,6.86007,32.3948,1.52446,3.43004
KAKRNA21_10346931_L3Tip_Oh43E_GTGTAG,L3Tip,L3Tip,Oh43E,Oh43E,282set_Oh43E,Oh43E,Oh43E:8042MABXX:2:E7,Ames27183,0.54116,0.54116,8.11735,120.13671,20.02278,9.74081,2.70578,2.70578,30.84591,8.6585,17.85816,1.62347,31.92822,8.11735,0.54116,72.51495
KAKRNA16_Kern_Oh43E_CGCCTG,Kern,Kern,Oh43E,Oh43E,282set_Oh43E,Oh43E,Oh43E:8042MABXX:2:E7,Ames27183,0,6.00585,9.00877,19.51901,32.28144,43.54241,28.52778,1.50146,18.01755,2.25219,6.75658,6.00585,12.0117,10.51024,9.00877,0
10343262_LMAN8_Oh603_AGACCA,LMAN8,LMAN,Oh603,Oh603,282set_Oh603,Oh603,Oh603:8042MABXX:2:D7,PI573098,1.37416,0,10.99327,1.7177,13.39805,25.0784,25.76548,4.46602,10.99327,6.8708,25.42194,1.03062,28.5138,25.42194,6.52726,4.46602
10344826_LMAD8_Oh603_CACACT,LMAD8,LMAD,Oh603,Oh603,282set_Oh603,Oh603,Oh603:8042MABXX:2:D7,PI573098,2.13801,0,6.41402,2.13801,6.41402,4.27601,14.96604,5.34501,7.48302,1.069,55.58815,2.13801,41.69111,8.55202,2.13801,0
KAKRNA3_GShoot_Oh603_TGGCGA,GShoot,GShoot,Oh603,Oh603,282set_Oh603,Oh603,Oh603:8042MABXX:2:D7,PI573098,0,0,8.86575,9.54773,23.86932,30.68912,5.79683,1.02297,9.20674,138.78303,17.3905,6.13782,13.29862,97.8642,0.34099,6.8198
KAKRNA4_10346258_GRoot_Oh603_TGGCGA,GRoot,GRoot,Oh603,Oh603,282set_Oh603,Oh603,Oh603:8042MABXX:2:D7,PI573098,3.96127,0,7.56242,2.16069,26.64851,16.20518,20.88667,0.36012,11.16357,1.44046,15.12483,3.96127,4.6815,60.13921,48.61553,0
KAKRNA23_10346932_L3Base_Oh603_GATTGT,L3Base,L3Base,Oh603,Oh603,282set_Oh603,Oh603,Oh603:8042MABXX:2:D7,PI573098,1.7603,0,6.16107,23.76411,17.60305,10.56183,8.80152,0.88015,11.44198,62.05074,17.60305,4.84084,7.48129,109.13889,1.32023,2.64046
KAKRNA24_L3Tip_Oh603_GATTGT,L3Tip,L3Tip,Oh603,Oh603,282set_Oh603,Oh603,Oh603:8042MABXX:2:D7,PI573098,0.86091,0,6.45681,61.12448,8.17863,14.20498,3.44363,2.15227,20.23134,15.9268,17.21816,1.29136,26.68815,17.21816,1.72182,97.71307
KAKRNA18_Kern_Oh603_CGAAGG,Kern,Kern,Oh603,Oh603,282set_Oh603,Oh603,Oh603:8042MABXX:2:D7,PI573098,0.36462,0,9.84474,3.6462,25.15877,28.80497,1.8231,0,26.25263,0,6.19854,3.6462,11.30322,30.26345,4.37544,0
10343264_LMAN26_Os420_GTCAGG,LMAN26,LMAN,Os420,Os420,282set_Os420,Os420,Os420:8042MABXX:2:H5,NSL65874,0.46128,8.30296,6.91913,1.8451,46.58881,18.91229,44.7437,2.76765,25.83142,0,17.98974,2.30638,21.67994,12.45443,3.6902,0.46128
10343927_LMAD26_Os420_CAATGC,LMAD26,LMAD,Os420,Os420,282set_Os420,Os420,Os420:8042MABXX:2:H5,NSL65874,3.58948,3.14079,6.28158,5.8329,41.27898,7.17895,1.34605,1.79474,10.31974,0.89737,48.45793,0.89737,48.00925,12.56317,44.86846,0
KAKRNA14_GShoot_Os420_TGTGCA,GShoot,GShoot,Os420,Os420,282set_Os420,Os420,Os420:8042MABXX:2:H5,NSL65874,0,8.5366,8.8923,17.78459,29.52242,40.90456,16.36182,0,6.40245,51.93101,14.93906,1.77846,6.40245,17.78459,1.77846,2.84553
KAKRNA2_10346259_GRoot_Os420_CGCCTG,GRoot,GRoot,Os420,Os420,282set_Os420,Os420,Os420:8042MABXX:2:H5,NSL65874,4.89697,8.5697,4.89697,9.79394,22.03636,18.97576,57.53939,0,25.09697,0,28.15758,7.34545,4.89697,18.36364,1087.12727,0
KAKRNA23_10346932_L3Base_Os420_CATCTA,L3Base,L3Base,Os420,Os420,282set_Os420,Os420,Os420:8042MABXX:2:H5,NSL65874,0.89731,4.48657,14.05792,114.55711,41.27645,14.95524,29.31226,0.59821,12.5624,14.65613,36.78988,3.58926,5.98209,32.0042,0.2991,17.94628
KAKRNA24_L3Tip_Os420_CATCTA,L3Tip,L3Tip,Os420,Os420,282set_Os420,Os420,Os420:8042MABXX:2:H5,NSL65874,0.62608,0.62608,4.38253,81.38987,15.02582,3.75646,539.0514,3.75646,21.28658,0.62608,35.68633,1.25215,42.57316,3.13038,462.04405,101.4243
10344823_LMAD8_P39_GTGCCA,LMAD8,LMAD,P39,P39,282set_P39Goodman-Buckler,P39,P39,PI587133,3.51267,1.17089,6.4399,1.17089,38.05397,12.87981,24.58872,2.34178,12.87981,2.34178,29.85773,0,40.9812,13.46525,7.61079,4.68357
10344826_LMAN8_P39_ATAAGA,LMAN8,LMAN,P39,P39,282set_P39Goodman-Buckler,P39,P39,PI587133,3.08146,6.77921,9.24438,0,55.46628,28.34943,101.68819,5.54663,22.80281,0,18.48876,0.61629,41.90786,10.47696,0.61629,8.62809
KAKRNA23_10346932_L3Base_P39_CGCCTG,L3Base,L3Base,P39,P39,282set_P39Goodman-Buckler,P39,P39,PI587133,9.87233,4.58358,13.39816,146.67458,32.79023,15.51366,16.92399,2.1155,16.21882,106.4801,24.32824,0.70517,13.39816,35.25831,1.05775,62.05463
KAKRNA24_L3Tip_P39_CGCCTG,L3Tip,L3Tip,P39,P39,282set_P39Goodman-Buckler,P39,P39,PI587133,1.18573,1.7786,8.30012,27.27182,41.5006,4.74293,7.11439,2.96433,23.71463,84.18692,27.27182,0.59287,63.43663,11.26445,6.52152,166.00238
KAKRNA17_Kern_P39_GATCAC,Kern,Kern,P39,P39,282set_P39Goodman-Buckler,P39,P39,PI587133,0.26896,7.79997,5.37929,0.80689,35.5033,50.02737,2.42068,1.34482,19.90336,1.07586,9.41375,7.531,7.26204,21.51715,2.42068,0
10343262_LMAN8_Pa762_CAATGC,LMAN8,LMAN,Pa762,Pa762,282set_Pa762,Pa762,Pa762:8042MABXX:4:F8,Ames27184,2.65425,0,13.27123,0,35.38994,19.46447,61.04765,4.42374,8.84749,60.1629,23.88821,0.88475,38.04419,15.04072,9.73223,0.88475
10344823_GShoot_Pa762_ACAACG,GShoot,GShoot,Pa762,Pa762,282set_Pa762,Pa762,Pa762:8042MABXX:4:F8,Ames27184,0.71217,0,8.54598,12.81897,26.35011,27.77444,12.10681,2.1365,5.69732,123.91675,24.92578,5.69732,10.68248,23.50145,1.42433,2.1365
10344825_GRoot_Pa762_ACAACG,GRoot,GRoot,Pa762,Pa762,282set_Pa762,Pa762,Pa762:8042MABXX:4:F8,Ames27184,7.62849,0,5.72137,3.33747,23.83905,23.83905,54.82981,0,10.0124,1.43034,16.21055,1.90712,5.72137,19.07124,19.54802,0.47678
KAKRNA23_10346932_L3Base_Pa762_TTCCGC,L3Base,L3Base,Pa762,Pa762,282set_Pa762,Pa762,Pa762:8042MABXX:4:F8,Ames27184,0.45562,0,12.75737,4.5562,29.61533,12.75737,3.64496,1.82248,8.20117,70.62116,15.94671,1.36686,10.93489,33.71591,2.2781,17.31358
KAKRNA24_L3Tip_Pa762_TTCCGC,L3Tip,L3Tip,Pa762,Pa762,282set_Pa762,Pa762,Pa762:8042MABXX:4:F8,Ames27184,3.63891,0,3.63891,43.14713,12.99612,4.6786,8.31752,2.59922,30.15101,78.49659,19.23426,0.51984,33.78992,7.27783,0.51984,102.40945
10343262_LMAN8_Pa875_ACTCTT,LMAN8,LMAN,Pa875,Pa875,282set_Pa875,Pa875,Pa875:8042MABXX:2:C10,Ames27185,6.2068,1.93963,6.59473,2.32755,3.1034,16.68078,23.66344,6.98265,10.47398,1.16378,8.92228,0,19.39626,23.27551,268.05632,0.77585
10344826_LMAD8_Pa875_GCGAAT,LMAD8,LMAD,Pa875,Pa875,282set_Pa875,Pa875,Pa875:8042MABXX:2:C10,Ames27185,2.86292,0,7.3618,3.6809,2.04495,12.26967,7.77079,2.86292,7.77079,5.31686,14.72361,0.40899,20.04046,23.31238,80.57085,0.40899
KAKRNA5_GShoot_Pa875_GAGTCC,GShoot,GShoot,Pa875,Pa875,282set_Pa875,Pa875,Pa875:8042MABXX:2:C10,Ames27185,0.4606,4.14536,10.1331,32.47198,3.45447,33.16288,32.47198,8.75132,8.52102,147.16027,15.89055,0.4606,11.28459,63.10159,9.44221,9.21191
KAKRNA6_10346261_GRoot_Pa875_GAGTCC,GRoot,GRoot,Pa875,Pa875,282set_Pa875,Pa875,Pa875:8042MABXX:2:C10,Ames27185,0,3.75674,10.01796,5.00898,1.25225,16.27919,18.78368,0,10.01796,0,10.01796,5.00898,1.25225,53.84654,80.14369,0
KAKRNA16_Kern_Pa875_AATGAA,Kern,Kern,Pa875,Pa875,282set_Pa875,Pa875,Pa875:8042MABXX:2:C10,Ames27185,0.92535,3.70142,5.08945,12.95497,4.62677,33.77546,12.95497,2.31339,9.25355,0,4.62677,6.94016,5.55213,22.6712,27.29797,0
10343927_LMAD26_Pa880_TCGTTC,LMAD26,LMAD,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,6.92878,1.1548,10.68187,1.1548,48.21277,9.52707,4.90789,0,9.23838,9.52707,38.9744,0.2887,42.43879,28.58122,5.77398,0.2887
10344827_LMAN26_Pa880_GCGCTG,LMAN26,LMAN,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,5.00468,2.08529,8.34114,0,53.3833,21.26991,9.59231,0.41706,10.00937,7.50703,29.61105,2.08529,37.11808,36.28396,3.75351,2.08529
KAKRNA14_GShoot_Pa880_ACCGTG,GShoot,GShoot,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,0,3.10052,6.82115,13.33225,34.72587,27.59466,54.25917,0,8.99152,77.20305,19.22325,4.34073,7.75131,64.80095,2.79047,11.16189
KAKRNA2_10346259_GRoot_Pa880_CCTGCT,GRoot,GRoot,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,13.48131,0.96295,9.62951,15.88869,18.77754,12.99983,66.4436,0,29.85147,0.48148,21.18491,5.7777,2.40738,82.33228,299.95913,1.9259
KAKRNA20_10346930_L3Base_Pa880_AACGCC,L3Base,L3Base,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,2.56732,0.42789,14.97605,26.9569,47.49548,8.98563,13.2645,0,6.41831,171.58278,22.67802,4.27887,9.84141,106.11604,1.28366,32.51943
KAKRNA21_10346931_L3Tip_Pa880_AACGCC,L3Tip,L3Tip,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,0,0,17.20387,40.14237,24.85004,6.6904,221.73881,0,72.63858,31.54043,25.80581,0,31.54043,30.58466,0.95577,187.33107
KAKRNA16_Kern_Pa880_GGTATA,Kern,Kern,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,0.53993,0.8099,5.93928,3.23961,20.7875,33.206,2.15974,0,14.57824,0.53993,9.44886,2.96964,6.74919,59.66281,2.69967,0
10343927_LMAN8_Pa91_AGTTGA,LMAN8,LMAN,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,1.17619,9.99762,4.11667,0,45.28336,31.16906,46.45955,12.9381,9.40953,24.70001,7.05715,0.5881,14.11429,23.52382,17.64287,0.5881
10344826_LMAD8_Pa91_CCAATT,LMAD8,LMAD,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,0.59705,4.17932,4.17932,4.17932,37.61389,15.52319,19.10547,7.7616,9.55273,22.09069,16.12024,1.79114,21.49365,12.53796,17.31433,0
KAKRNA3_GShoot_Pa91_TCTTAA,GShoot,GShoot,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,0.45904,6.19705,10.55793,8.49225,29.14907,38.10036,18.82066,4.81993,10.09889,75.05313,12.16457,1.83616,7.11513,64.95423,0.45904,1.1476
KAKRNA4_10346258_GRoot_Pa91_TCTTAA,GRoot,GRoot,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,4.83006,5.07156,8.69411,0,25.11631,29.94637,44.67805,0.2415,7.7281,0.48301,8.2111,4.34705,2.89804,55.78719,46.12707,0.48301
KAKRNA27_10346929_L3Tip_Pa91_ACCAGT,L3Tip,L3Tip,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,1.48974,0,15.64226,62.56905,22.34609,13.40765,0,5.21409,37.98835,50.65114,19.36661,0,6.70383,32.77427,2.97948,67.03827
KAKRNA26_L3Base_Pa91_ACCAGT,L3Base,L3Base,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,0,2.5646,17.25274,16.55331,25.17968,22.84823,2.79774,2.09831,11.42411,35.67121,17.48589,1.16573,3.49718,182.55266,0.69944,3.73032
KAKRNA17_Kern_Pa91_CCGCAA,Kern,Kern,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,0,6.39893,4.67614,5.16837,26.8263,32.48689,0.73834,1.47668,13.78232,0,10.33674,5.66059,4.67614,39.37805,9.5984,0
10344823_LMAD8_R168_ACTCTT,LMAD8,LMAD,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,6.85949,0.52765,6.85949,1.58296,3.69357,15.30193,11.60836,21.10611,9.49775,0,50.65466,0,24.79968,11.60836,45.37813,1.58296
10344826_LMAN8_R168_AGTACT,LMAN8,LMAN,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,13.17931,2.19655,6.04052,1.09828,10.43362,20.31811,27.45691,45.57846,22.51466,0,31.85001,0,35.14484,3.84397,5.49138,3.84397
KAKRNA3_GShoot_R168_ACTCTT,GShoot,GShoot,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,0.71476,0.71476,10.00665,20.72806,3.81206,26.6844,34.30851,11.19792,5.95634,46.93595,21.20456,0,16.916,31.44947,0.47651,10.48316
KAKRNA4_10346258_GRoot_R168_ACTCTT,GRoot,GRoot,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,3.52812,1.17604,8.23227,4.70415,10.58435,21.4627,39.10328,0.58802,6.46821,0,15.2885,0.58802,7.64425,32.63507,306.064,0
KAKRNA20_10346930_L3Base_R168_TGCTAT,L3Base,L3Base,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,2.5623,0.42705,14.51972,29.89355,4.27051,10.24922,11.10332,10.24922,12.38447,9.82217,36.72636,0,9.39512,39.28867,1.7082,26.05009
KAKRNA21_10346931_L3Tip_R168_TGCTAT,L3Tip,L3Tip,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,6.89302,0,6.89302,276.48669,3.82946,11.48837,4.59535,15.31782,33.69921,4.59535,47.48525,0,22.97673,22.21084,8.4248,194.53634
KAKRNA16_Kern_R168_CAAGCA,Kern,Kern,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,7.46093,0,1.49219,20.14452,3.73047,32.82811,5.96875,12.68359,38.79686,0,13.42968,2.23828,2.23828,13.42968,5.22265,0
10343262_LMAN8_R177_GTTACC,LMAN8,LMAN,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,1.15429,1.73144,6.92575,1.73144,8.65719,29.43443,10.38862,22.50868,12.69721,2.30858,6.92575,0,55.98313,6.3486,1.73144,1.73144
KAKRNA14_GShoot_R177_AACGCC,GShoot,GShoot,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,0,2.4955,4.99099,9.98198,3.49369,27.45046,0.9982,2.4955,12.97658,89.33875,8.48469,1.4973,8.98379,32.44145,1.9964,17.46847
KAKRNA2_10346259_GRoot_R177_AGGCAT,GRoot,GRoot,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,4.13283,2.36162,6.49445,11.21768,9.44647,33.65305,4.72324,0.5904,21.25456,4.72324,13.5793,5.90404,4.72324,30.11063,12.39849,4.72324
KAKRNA23_10346932_L3Base_R177_CAATGC,L3Base,L3Base,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,4.82869,0.74288,9.65738,76.51616,3.34294,10.77169,0.74288,7.42875,8.9145,66.1159,15.22894,2.9715,10.02882,51.62983,1.11431,14.11463
KAKRNA24_L3Tip_R177_CAATGC,L3Tip,L3Tip,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,3.85524,0.55075,3.85524,79.85859,0.55075,10.46423,0.55075,5.50749,18.17471,29.74044,16.52247,1.1015,46.81366,8.26123,0.55075,127.77375
KAKRNA16_Kern_R177_AGACCA,Kern,Kern,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,0.81762,2.45286,5.31454,6.13216,2.86167,34.74889,5.72335,3.67929,24.52863,0,9.40264,7.7674,5.72335,22.07577,6.54097,0
10343262_LMAN8_R229_GTAGAA,LMAN8,LMAN,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,4.17321,0.41732,7.9291,5.8425,14.18892,23.78731,32.13373,3.75589,8.76375,9.18107,31.71641,2.92125,35.4723,19.19678,12.51964,2.08661
10344826_LMAD8_R229_TGGATT,LMAD8,LMAD,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,6.0626,0,3.53652,3.0313,6.0626,5.55739,19.70346,1.51565,11.61999,2.02087,38.9017,1.51565,20.71389,23.23998,51.53213,0
KAKRNA5_GShoot_R229_TGTGCA,GShoot,GShoot,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,0,0,12.2041,152.5513,3.05103,57.96949,122.04104,0,3.05103,54.91847,15.25513,0,3.05103,253.23516,6.10205,12.2041
KAKRNA6_10346261_GRoot_R229_TGTGCA,GRoot,GRoot,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,3.13358,1.56679,5.48377,1.56679,14.10113,31.33583,54.83771,0,12.53433,3.13358,14.10113,1.56679,7.05056,43.87017,253.03686,0.7834
KAKRNA23_10346932_L3Base_R229_GAGTCC,L3Base,L3Base,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,0.49486,0,10.8869,44.53733,4.45373,16.33036,9.40233,2.96916,11.38176,35.13501,29.69156,0.98972,6.92803,124.70453,1.48458,7.42289
KAKRNA24_L3Tip_R229_GAGTCC,L3Tip,L3Tip,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,6.96918,1.4934,4.97798,51.27324,0.9956,12.94276,2.98679,4.48019,18.41854,14.43616,46.29526,0,31.8591,14.43616,53.26444,157.80211
KAKRNA18_Kern_R229_ATACTG,Kern,Kern,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,0,2.78038,4.17057,7.22899,4.72665,29.47205,10.28741,1.39019,24.18932,0,7.78507,3.05842,5.28273,29.75009,8.06311,0
KAKRNA16_Kern_R229_GCGCTG,Kern,Kern,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,1.2327,1.2327,6.98531,11.09432,2.8763,28.76305,6.16351,0.8218,16.84693,0,3.28721,4.93081,9.45072,27.53035,12.73792,0
10343264_LMAN26_R4_GCTCGA,LMAN26,LMAN,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,0.99444,0.99444,1.98887,4.97218,7.9555,12.92768,28.83867,0,5.96662,1.98887,8.94993,0,6.96106,44.74966,144.19335,0.99444
10343927_LMAD26_R4_CAGGAC,LMAD26,LMAD,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,2.92155,0.97385,5.51849,6.81696,6.49234,12.66007,4.22002,0.97385,5.84311,2.27232,28.24169,0.32462,38.95406,27.26784,14.93239,0.32462
KAKRNA3_GShoot_R4_AATAGC,GShoot,GShoot,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,1.39918,6.71608,8.67494,24.06596,5.59674,24.06596,34.69976,0.27984,6.71608,79.75348,13.43216,1.67902,16.23053,62.4036,32.46107,2.79837
KAKRNA4_10346258_GRoot_R4_AATAGC,GRoot,GRoot,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,5.69503,3.70177,5.41028,2.84751,6.26453,28.19039,27.62089,0,9.11205,4.84077,7.97304,1.42376,5.12553,57.51979,48.6925,1.13901
KAKRNA20_10346930_L3Base_R4_AGACCA,L3Base,L3Base,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,4.60582,1.91909,9.59546,56.4213,5.37346,11.51455,7.29255,0.76764,8.444,81.36949,14.20128,0.76764,9.21164,92.1164,9.59546,7.67637
KAKRNA21_10346931_L3Tip_R4_AGACCA,L3Tip,L3Tip,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,3.26633,0,8.9824,129.83656,3.26633,7.34924,17.14822,2.44975,22.04772,12.24873,22.04772,0,37.56278,18.78139,3.26633,78.39188
