OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,AC192244.3_FG007,GRMZM2G000231,GRMZM2G003124,GRMZM2G020148,GRMZM2G037048,GRMZM2G054225,GRMZM2G055802,GRMZM2G056697,GRMZM2G104316,GRMZM2G106950,GRMZM2G140559,GRMZM2G353905,GRMZM2G398500,GRMZM2G402493,GRMZM2G468111,GRMZM2G472671
KAKRNA26_L3Base_C123_ATAAGA,L3Base,L3Base,C123,C123,282set_C123,C123,C123:8042MABXX:3:G8,Ames19313,0,2.42746,16.72252,14.29506,15.64365,17.53168,8.9007,2.42746,9.17041,90.89499,20.22886,2.15774,2.69718,123.8006,1.88803,8.36126
KAKRNA17_Kern_C123_AAGACA,Kern,Kern,C123,C123,282set_C123,C123,C123:8042MABXX:3:G8,Ames19313,1.77637,8.88187,3.84881,7.1055,18.05981,19.83618,2.07244,0.59212,18.35587,0,10.36219,2.3685,6.21731,40.56056,14.80312,0
10344823_LMAD8_C49A_AATGAA,LMAD8,LMAD,C49A,C49A,282set_C49A,C49A,C49A:8042MABXX:4:A1,Ames27067,4.69075,4.69075,7.17408,4.13889,8.00186,11.86483,2.75926,0.82778,8.82964,1.93148,27.86855,0.55185,35.31856,24.28151,0.82778,1.10371
10344826_LMAN8_C49A_GGTATA,LMAN8,LMAN,C49A,C49A,282set_C49A,C49A,C49A:8042MABXX:4:A1,Ames27067,4.26676,7.31444,10.97166,1.21907,12.80027,21.33378,10.36212,2.43815,20.11471,1.21907,15.84795,0.60954,53.02968,15.84795,0,6.09537
KAKRNA14_GShoot_C49A_TTCGAG,GShoot,GShoot,C49A,C49A,282set_C49A,C49A,C49A:8042MABXX:4:A1,Ames27067,0,8.61379,4.3069,21.53448,5.02471,46.65805,27.27701,0,11.48506,36.60862,11.48506,1.43563,7.89598,95.46954,4.3069,6.46035
KAKRNA2_10346259_GRoot_C49A_TAGGCT,GRoot,GRoot,C49A,C49A,282set_C49A,C49A,C49A:8042MABXX:4:A1,Ames27067,3.73398,7.77912,7.46796,1.86699,7.46796,22.71504,29.56067,0.31116,9.95728,0.31116,13.69126,1.55582,2.80048,38.89561,1.86699,0
KAKRNA20_10346930_L3Base_C49A_CGCCTG,L3Base,L3Base,C49A,C49A,282set_C49A,C49A,C49A:8042MABXX:4:A1,Ames27067,0.28573,7.14326,12.28641,9.14338,4.28596,20.85833,11.71495,1.14292,9.42911,39.71654,21.14406,1.14292,10.2863,46.57407,2.00011,7.71472
KAKRNA21_10346931_L3Tip_C49A_CGCCTG,L3Tip,L3Tip,C49A,C49A,282set_C49A,C49A,C49A:8042MABXX:4:A1,Ames27067,2.26208,1.50805,9.80233,88.97498,8.29428,9.80233,30.91504,0,14.32648,0,30.16101,0,61.07605,61.07605,2.26208,163.62348
KAKRNA18_Kern_C49A_GGTATA,Kern,Kern,C49A,C49A,282set_C49A,C49A,C49A:8042MABXX:4:A1,Ames27067,2.42838,18.61761,3.23785,8.09461,4.45204,36.83049,7.28515,0.40473,36.83049,0.80946,11.33246,3.64258,4.45204,18.61761,2.42838,0
10343262_LMAN8_CH701-30_GAACCT,LMAN8,LMAN,CH701-30,CH701-30,282set_CH701-30,CH701-30,CH70130:8042MABXX:2:E2,Ames27069,3.31896,0,13.27583,0,29.87062,14.93531,21.57323,8.2974,3.31896,8.2974,28.21114,0,29.87062,31.5301,0,6.63792
10344823_LMAD8_CH701-30_ATGAAC,LMAD8,LMAD,CH701-30,CH701-30,282set_CH701-30,CH701-30,CH70130:8042MABXX:2:E2,Ames27069,1.83093,0,7.3237,5.49278,18.91957,7.3237,18.30926,2.44123,8.54432,13.42679,11.59587,0,31.73605,28.68451,57.97933,0
KAKRNA5_GShoot_CH701-30_CACACT,GShoot,GShoot,CH701-30,CH701-30,282set_CH701-30,CH701-30,CH70130:8042MABXX:2:E2,Ames27069,0.59647,0,8.64883,16.10471,14.01706,41.75295,12.22765,0.89471,4.1753,44.7353,19.3853,3.57882,16.99942,53.9806,2.38588,6.56118
KAKRNA6_10346261_GRoot_CH701-30_CACACT,GRoot,GRoot,CH701-30,CH701-30,282set_CH701-30,CH701-30,CH70130:8042MABXX:2:E2,Ames27069,3.21079,1.07026,5.35132,10.70264,19.26476,23.54582,29.9674,2.14053,9.63238,0,16.05397,3.21079,3.21079,73.84824,86.69141,1.07026
KAKRNA23_10346932_L3Base_CH701-30_ATTGGT,L3Base,L3Base,CH701-30,CH701-30,282set_CH701-30,CH701-30,CH70130:8042MABXX:2:E2,Ames27069,1.85115,0,11.10688,76.63751,17.77102,17.03056,4.44275,1.48092,5.55344,8.88551,30.35882,1.11069,12.5878,124.76734,8.51528,11.84734
KAKRNA24_L3Tip_CH701-30_ATTGGT,L3Tip,L3Tip,CH701-30,CH701-30,282set_CH701-30,CH701-30,CH70130:8042MABXX:2:E2,Ames27069,0.96753,0.48377,8.22402,114.6525,13.06168,3.38636,0.48377,0.96753,8.70779,14.51298,32.41231,0.48377,22.73699,25.15582,4.35389,144.16222
KAKRNA16_Kern_CH701-30_AGATAG,Kern,Kern,CH701-30,CH701-30,282set_CH701-30,CH701-30,CH70130:8042MABXX:2:E2,Ames27069,0.45724,0,5.02961,4.57237,25.60528,36.12173,5.02961,0,12.3454,0,5.94408,6.40132,6.40132,35.20725,6.85856,0
10343262_LMAN8_CH9_CGCGGA,LMAN8,LMAN,CH9,CH9,282set_CH9,CH9,CH9:8042MABXX:4:H10,Ames27068,0.58233,0,9.89953,1.74698,40.18045,30.28092,30.86325,4.6586,12.22883,0.58233,13.39348,1.74698,32.0279,33.19255,4.07628,0.58233
KAKRNA14_GShoot_CH9_CCAATT,GShoot,GShoot,CH9,CH9,282set_CH9,CH9,CH9:8042MABXX:4:H10,Ames27068,0,0,6.47521,9.90326,29.70979,22.85369,31.61427,0.38089,7.237,75.41717,19.80653,3.04716,7.99879,91.79564,2.28537,6.09432
KAKRNA2_10346259_GRoot_CH9_GAGTCC,GRoot,GRoot,CH9,CH9,282set_CH9,CH9,CH9:8042MABXX:4:H10,Ames27068,3.14296,0,10.21461,0,20.42923,25.14366,20.8221,0,9.036,4.32157,14.92905,2.75009,1.57148,97.82457,20.8221,0.39287
KAKRNA20_10346930_L3Base_CH9_GATTGT,L3Base,L3Base,CH9,CH9,282set_CH9,CH9,CH9:8042MABXX:4:H10,Ames27068,4.3685,0,8.46396,40.95466,43.958,9.55609,5.18759,0.27303,11.4673,57.60955,25.66492,1.63819,7.37184,100.47542,6.00668,25.39189
KAKRNA21_10346931_L3Tip_CH9_GATTGT,L3Tip,L3Tip,CH9,CH9,282set_CH9,CH9,CH9:8042MABXX:4:H10,Ames27068,0.64241,0,7.70888,82.22809,34.68998,3.85444,19.91462,3.21203,30.19313,35.97479,18.6298,1.28481,23.76906,40.47164,270.45334,143.25676
KAKRNA18_Kern_CH9_AATCCG,Kern,Kern,CH9,CH9,282set_CH9,CH9,CH9:8042MABXX:4:H10,Ames27068,0.5911,0,3.84212,1.77329,30.73697,45.21881,21.87054,0,17.43732,0,6.50205,5.91096,1.77329,57.92737,27.48595,0
10343927_LMAN8_CI187-2_GACGAT,LMAN8,LMAN,CI187-2,CI187-2,282set_CI187-2,CI187-2,CI1872:8042MABXX:3:B4,Ames26138,6.4907,1.08178,4.32713,1.62267,52.46648,22.17655,74.10215,4.86802,9.73605,74.10215,18.93121,0.54089,41.64865,32.99439,2.16357,4.86802
KAKRNA3_GShoot_CI187-2_ATTGGT,GShoot,GShoot,CI187-2,CI187-2,282set_CI187-2,CI187-2,CI1872:8042MABXX:3:B4,Ames26138,0,0.36835,10.3137,12.33961,29.83606,31.30945,51.20016,0.92087,6.99858,148.99614,17.68063,1.10504,14.36551,75.69519,1.10504,4.42016
KAKRNA28_L3Base_CI187-2_AAGCTC,L3Base,L3Base,CI187-2,CI187-2,282set_CI187-2,CI187-2,CI1872:8042MABXX:3:B4,Ames26138,3.10248,0.88642,11.96673,119.22405,32.79769,11.96673,15.95563,4.43212,15.06921,193.24046,25.7063,3.98891,11.96673,139.16859,0.44321,26.14951
KAKRNA28_L3Mid_CI187-2_AACCGA,L3Mid,L3Mid,CI187-2,CI187-2,282set_CI187-2,CI187-2,CI1872:8042MABXX:3:B4,Ames26138,2.92987,0.97662,9.76623,291.03373,27.34545,9.76623,25.3922,9.76623,36.13506,383.81293,25.3922,0,20.50909,29.2987,5.85974,167.9792
KAKRNA28_L3Tip_CI187-2_AATCCG,L3Tip,L3Tip,CI187-2,CI187-2,282set_CI187-2,CI187-2,CI1872:8042MABXX:3:B4,Ames26138,0,0.90276,2.70829,145.34476,31.59669,25.27735,54.16575,0,28.8884,114.65084,7.2221,0.90276,4.51381,33.40221,10.83315,128.19228
KAKRNA16_Kern_CI187-2_GCATGG,Kern,Kern,CI187-2,CI187-2,282set_CI187-2,CI187-2,CI1872:8042MABXX:3:B4,Ames26138,0.30493,1.52465,6.70844,7.3183,24.69927,32.01757,0.60986,4.26901,21.34504,0,5.1838,3.04929,10.06266,35.98165,7.01337,0
10343264_LMAN26_CI21E_ATGAAC,LMAN26,LMAN,CI21E,CI21E,282set_CI21E,CI21E,CI21E:8042MABXX:3:H2,CIze21,1.03135,5.15677,2.06271,5.15677,51.56771,15.47031,35.06605,11.3449,13.40761,0.51568,24.7525,0,14.43896,9.28219,31.45631,0.51568
10343927_LMAD26_CI21E_AAGTGG,LMAD26,LMAD,CI21E,CI21E,282set_CI21E,CI21E,CI21E:8042MABXX:3:H2,CIze21,0,2.33542,9.34167,11.67709,38.53441,20.43491,11.09324,15.18022,10.50938,5.25469,41.45368,0.58385,22.77033,12.26095,10.50938,1.16771
10344823_GShoot_CI21E_CGATCT,GShoot,GShoot,CI21E,CI21E,282set_CI21E,CI21E,CI21E:8042MABXX:3:H2,CIze21,3.82545,6.37575,6.37575,59.50704,35.70423,16.15191,20.82747,9.77616,8.50101,102.43713,20.40242,0.42505,12.32646,27.20322,133.4658,13.60161
KAKRNA20_10346930_L3Base_CI21E_ACAGAT,L3Base,L3Base,CI21E,CI21E,282set_CI21E,CI21E,CI21E:8042MABXX:3:H2,CIze21,0.41651,2.9156,14.16147,26.65688,37.90275,14.99449,9.57982,17.07706,8.33027,37.90275,29.98899,1.24954,2.49908,32.07156,2.9156,19.57615
KAKRNA21_10346931_L3Tip_CI21E_ACAGAT,L3Tip,L3Tip,CI21E,CI21E,282set_CI21E,CI21E,CI21E:8042MABXX:3:H2,CIze21,2.69748,0,8.54202,191.07153,17.53362,4.94538,9.89076,16.63446,26.9748,3.14706,32.81934,0,25.17648,21.57984,17.9832,123.63452
KAKRNA17_Kern_CI21E_AAGCTC,Kern,Kern,CI21E,CI21E,282set_CI21E,CI21E,CI21E:8042MABXX:3:H2,CIze21,2.22804,2.22804,5.79291,12.92264,26.73649,30.30135,3.56486,8.46655,20.49797,0,12.92264,4.01047,5.79291,31.63818,7.12973,0.44561
10343927_LMAD26_CI28A_TCGAGG,LMAD26,LMAD,CI28A,CI28A,282set_CI28AGoodman-Buckler,CI28A,CI28A:8042MABXX:2:C4,CIze28,8.20555,2.6375,8.4986,2.05139,12.30832,10.54999,3.80972,4.10277,8.79166,1.46528,29.59859,1.46528,28.13331,30.47775,18.75554,1.75833
10344827_LMAN26_CI28A_AAGCTC,LMAN26,LMAN,CI28A,CI28A,282set_CI28AGoodman-Buckler,CI28A,CI28A:8042MABXX:2:C4,CIze28,4.05584,4.42456,4.42456,1.10614,8.4804,16.59208,3.68713,7.37426,11.06139,0,14.01109,0,41.66456,40.55842,15.11723,2.9497
KAKRNA14_GShoot_CI28A_CACACT,GShoot,GShoot,CI28A,CI28A,282set_CI28AGoodman-Buckler,CI28A,CI28A:8042MABXX:2:C4,CIze28,0,2.444,7.33199,15.15278,6.84319,28.35036,10.26478,1.9552,5.37679,39.10394,12.70878,0,17.59677,69.40949,4.39919,4.88799
KAKRNA2_10346259_GRoot_CI28A_ACAACG,GRoot,GRoot,CI28A,CI28A,282set_CI28AGoodman-Buckler,CI28A,CI28A:8042MABXX:2:C4,CIze28,4.27916,3.20937,6.95363,8.55831,17.65152,24.60515,8.55831,1.06979,8.55831,1.06979,9.09321,0,6.41873,50.28008,61.51287,2.67447
KAKRNA23_10346932_L3Base_CI28A_TGGCGA,L3Base,L3Base,CI28A,CI28A,282set_CI28AGoodman-Buckler,CI28A,CI28A:8042MABXX:2:C4,CIze28,10.31048,1.58623,10.83922,56.31109,6.87365,10.57485,1.05749,1.32186,12.9542,21.94282,19.56348,0.52874,8.72425,93.05871,0.79311,34.1039
KAKRNA24_L3Tip_CI28A_TGGCGA,L3Tip,L3Tip,CI28A,CI28A,282set_CI28AGoodman-Buckler,CI28A,CI28A:8042MABXX:2:C4,CIze28,2.4268,0,5.82433,74.26017,11.64865,8.25113,1.45608,0.97072,28.63628,23.78267,18.4437,0.48536,17.95834,7.28041,0.48536,198.99784
KAKRNA17_Kern_CI28A_ACCGTG,Kern,Kern,CI28A,CI28A,282set_CI28AGoodman-Buckler,CI28A,CI28A:8042MABXX:2:C4,CIze28,1.11868,4.10182,6.71206,7.83074,19.01751,37.28924,4.10182,0,11.93256,0,2.98314,4.8476,7.83074,34.67899,12.67834,0
10343927_LMAD26_CI31A_GTGTAG,LMAD26,LMAD,CI31A,CI31A,282set_CI31A,CI31A,CI31A:8042MABXX:4:A12,Ames21512,4.41873,5.40067,6.38261,4.41873,10.31036,4.9097,16.202,12.76521,13.25618,1.47291,18.65685,0,37.3137,16.202,25.03946,0
10344827_LMAN26_CI31A_CACACT,LMAN26,LMAN,CI31A,CI31A,282set_CI31A,CI31A,CI31A:8042MABXX:4:A12,Ames21512,2.87154,5.16877,7.46601,2.29723,12.06047,14.3577,45.94465,17.80355,13.20909,5.74308,29.28971,0,40.20157,15.50632,0.57431,0
KAKRNA5_GShoot_CI31A_AGAATC,GShoot,GShoot,CI31A,CI31A,282set_CI31A,CI31A,CI31A:8042MABXX:4:A12,Ames21512,0,10.20993,9.40389,31.70453,4.83628,25.79352,11.55335,9.40389,8.06047,110.96587,8.86652,1.07473,12.09071,21.76328,1.88078,3.76155
KAKRNA6_10346261_GRoot_CI31A_AGAATC,GRoot,GRoot,CI31A,CI31A,282set_CI31A,CI31A,CI31A:8042MABXX:4:A12,Ames21512,2.097,9.78602,2.796,2.796,9.78602,17.47503,39.84306,2.097,13.28102,1.398,8.38801,0,4.89301,35.64906,27.96004,4.89301
KAKRNA27_10346929_L3Tip_CI31A_CAGATG,L3Tip,L3Tip,CI31A,CI31A,282set_CI31A,CI31A,CI31A:8042MABXX:4:A12,Ames21512,1.74475,2.61712,16.57512,110.79157,8.72375,6.10662,1.74475,15.70274,14.83037,0,9.59612,0,30.53311,54.08722,4.36187,143.94181
KAKRNA26_L3Base_CI31A_CAGATG,L3Base,L3Base,CI31A,CI31A,282set_CI31A,CI31A,CI31A:8042MABXX:4:A12,Ames21512,0,3.02765,12.1106,37.46716,2.64919,13.62442,2.64919,10.59677,8.32603,105.58926,10.59677,3.02765,9.08295,86.66645,99.15551,12.86751
KAKRNA18_Kern_CI31A_GTGCCA,Kern,Kern,CI31A,CI31A,282set_CI31A,CI31A,CI31A:8042MABXX:4:A12,Ames21512,0.41527,4.56797,3.73743,21.59405,11.62756,31.9758,12.04283,3.32216,24.50094,0,3.73743,5.39851,7.47486,20.76351,44.01863,0
KAKRNA16_Kern_CI31A_GAACCT,Kern,Kern,CI31A,CI31A,282set_CI31A,CI31A,CI31A:8042MABXX:4:A12,Ames21512,0.64702,6.4702,6.4702,28.4689,14.23445,32.99804,10.35233,6.4702,21.35167,0,3.2351,5.17616,10.35233,29.11592,45.93845,0
10343262_LMAN8_CI3A_TTAACT,LMAN8,LMAN,CI3A,CI3A,282set_CI3A,CI3A,CI3A:8042MABXX:2:H4,Ames26116,2.28019,4.56038,9.12075,7.16631,21.82466,28.01374,21.82466,28.66523,11.0752,2.93167,16.93854,0,14.00687,8.79501,3.25741,0
KAKRNA14_GShoot_CI3A_CTCTCG,GShoot,GShoot,CI3A,CI3A,282set_CI3A,CI3A,CI3A:8042MABXX:2:H4,Ames26116,0,3.00548,9.44578,21.46768,20.17962,34.34829,13.30996,7.29901,5.15224,30.48411,15.88609,0,12.88061,34.77765,9.01643,0
KAKRNA2_10346259_GRoot_CI3A_TCAGGA,GRoot,GRoot,CI3A,CI3A,282set_CI3A,CI3A,CI3A:8042MABXX:2:H4,Ames26116,2.35907,1.7693,6.48744,0.29488,21.82138,22.11626,25.0651,0,8.8465,1.47442,13.85952,2.06418,4.12837,28.01393,22.11626,0
KAKRNA27_10346929_L3Tip_CI3A_GGAGGT,L3Tip,L3Tip,CI3A,CI3A,282set_CI3A,CI3A,CI3A:8042MABXX:2:H4,Ames26116,1.41497,0,11.31972,91.97273,16.97958,4.2449,15.56462,24.05441,49.52378,4.2449,29.71427,0,8.48979,12.73469,5.65986,7.07483
KAKRNA26_L3Base_CI3A_GGAGGT,L3Base,L3Base,CI3A,CI3A,282set_CI3A,CI3A,CI3A:8042MABXX:2:H4,Ames26116,1.00689,0.33563,8.39078,25.50798,10.06894,19.13099,7.71952,8.39078,9.73331,18.45972,19.13099,2.34942,1.67816,92.29862,2.34942,0.33563
KAKRNA17_Kern_CI3A_GTGTAG,Kern,Kern,CI3A,CI3A,282set_CI3A,CI3A,CI3A:8042MABXX:2:H4,Ames26116,0.78097,2.86354,4.16515,13.0161,19.52415,28.89574,5.46676,5.72708,20.56543,0,8.3303,4.42547,6.76837,27.07348,236.37232,0
10343264_LMAN26_CI64_ATATCC,LMAN26,LMAN,CI64,CI64,282set_CI64,CI64,CI64:8042MABXX:4:B1,Ames19314,11.36015,9.23012,4.97007,2.13003,47.21562,28.04537,30.88541,0.71001,12.78017,4.61506,25.56034,0,55.38073,17.04022,1.77502,0
10343927_LMAD26_CI64_TTCGAG,LMAD26,LMAD,CI64,CI64,282set_CI64,CI64,CI64:8042MABXX:4:B1,Ames19314,3.65826,1.21942,8.9424,2.84531,32.9243,33.73724,28.85957,0,13.00713,0.81295,26.8272,0,36.58255,32.51782,2.03236,0
KAKRNA5_GShoot_CI64_TGCACG,GShoot,GShoot,CI64,CI64,282set_CI64,CI64,CI64:8042MABXX:4:B1,Ames19314,0.50392,9.0706,10.33041,16.37747,34.01475,30.48729,12.09413,0,7.81079,102.04425,13.10198,2.01569,14.36178,27.46376,1.25981,8.31472
KAKRNA6_10346261_GRoot_CI64_TGCACG,GRoot,GRoot,CI64,CI64,282set_CI64,CI64,CI64:8042MABXX:4:B1,Ames19314,9.05578,8.04959,3.01859,0,19.11777,18.11157,21.13016,0,19.11777,0,15.09297,4.02479,2.0124,18.11157,21.13016,4.02479
KAKRNA23_10346932_L3Base_CI64_TATGTC,L3Base,L3Base,CI64,CI64,282set_CI64,CI64,CI64:8042MABXX:4:B1,Ames19314,5.55489,1.7092,11.10979,43.15725,31.19287,19.22848,6.83679,0,13.24629,78.62312,18.80118,1.2819,11.96439,86.31451,1.7092,44.01185
KAKRNA24_L3Tip_CI64_TATGTC,L3Tip,L3Tip,CI64,CI64,282set_CI64,CI64,CI64:8042MABXX:4:B1,Ames19314,1.81162,0,9.96393,28.98597,23.5511,16.30461,8.1523,0,36.23247,131.34269,32.60922,0,38.04409,24.45691,4.52906,135.87175
10343264_LMAD26_CI66_CAGATG,LMAD26,LMAD,CI66,CI66,282set_CI66,CI66,CI66:8042MABXX:2:G8,PI587148,0.81389,0,10.58053,0.40694,4.06943,16.27773,6.51109,2.03472,8.95275,6.51109,22.38188,0,30.11381,25.23049,35.81102,0
10344827_LMAN26_CI66_GTGTAG,LMAN26,LMAN,CI66,CI66,282set_CI66,CI66,CI66:8042MABXX:2:G8,PI587148,1.67672,0.71859,6.46733,2.63484,11.01842,13.89279,21.31825,1.67672,11.49748,8.62311,23.95309,0.71859,35.92964,12.69514,5.03015,0
KAKRNA14_GShoot_CI66_TGGCGA,GShoot,GShoot,CI66,CI66,282set_CI66,CI66,CI66:8042MABXX:2:G8,PI587148,0,1.32672,9.72925,7.07582,7.96029,25.2076,9.28701,2.21119,7.07582,82.25637,19.01626,0.88448,8.40253,43.78162,0.88448,5.30686
KAKRNA2_10346259_GRoot_CI66_AGTACT,GRoot,GRoot,CI66,CI66,282set_CI66,CI66,CI66:8042MABXX:2:G8,PI587148,0.42698,2.98883,7.68557,0.42698,7.68557,23.05671,23.05671,0,15.79812,3.41581,15.37114,0.42698,2.98883,75.1478,61.91154,0
KAKRNA27_10346929_L3Tip_CI66_GGTATA,L3Tip,L3Tip,CI66,CI66,282set_CI66,CI66,CI66:8042MABXX:2:G8,PI587148,2.9981,0,5.99619,83.94667,2.9981,9.74381,6.74571,3.74762,63.70953,5.24667,19.48762,0,37.47619,66.70762,0,209.11715
KAKRNA26_L3Base_CI66_GGTATA,L3Base,L3Base,CI66,CI66,282set_CI66,CI66,CI66:8042MABXX:2:G8,PI587148,0,0.23382,8.18367,21.04373,2.57201,15.43207,18.00408,3.03965,14.96443,77.39415,23.61574,0.46764,9.35277,69.4443,0.23382,12.39242
KAKRNA18_Kern_CI66_TTCCGC,Kern,Kern,CI66,CI66,282set_CI66,CI66,CI66:8042MABXX:2:G8,PI587148,0.30646,0.61292,5.20983,4.29045,3.67753,37.08172,0.91938,1.22584,20.22639,0,6.74213,5.20983,6.74213,16.2424,17.46825,0.30646
KAKRNA16_Kern_CI66_TTGGTA,Kern,Kern,CI66,CI66,282set_CI66,CI66,CI66:8042MABXX:2:G8,PI587148,1.26885,1.90328,5.07542,2.32623,4.65247,32.56727,0.63443,0.63443,17.12954,0,8.03608,6.9787,6.9787,14.8033,17.34101,0
10344823_LMAD8_CM105_ACCAGT,LMAD8,LMAD,CM105,CM105,282set_CM105,CM105,CM105:8042MABXX:2:E10,PI587124,0.48657,6.32547,7.7852,1.45972,21.89586,10.21807,11.67779,0,14.59724,0.97315,36.49311,0,24.32874,22.38244,14.11067,0.48657
10344826_LMAN8_CM105_GATTGT,LMAN8,LMAN,CM105,CM105,282set_CM105,CM105,CM105:8042MABXX:2:E10,PI587124,1.43874,4.31621,9.59158,1.43874,11.03031,27.33599,27.81557,0,14.38736,0.95916,29.25431,0,33.57051,41.24377,3.83663,2.39789
KAKRNA3_GShoot_CM105_AATCCG,GShoot,GShoot,CM105,CM105,282set_CM105,CM105,CM105:8042MABXX:2:E10,PI587124,0,17.60465,11.05408,36.43753,10.64467,44.21632,15.55759,0,9.82585,65.91507,18.83288,0.40941,6.95998,99.07732,0.40941,5.73175
KAKRNA4_10346258_GRoot_CM105_AATCCG,GRoot,GRoot,CM105,CM105,282set_CM105,CM105,CM105:8042MABXX:2:E10,PI587124,1.44576,7.95166,10.84318,3.61439,17.34909,22.40924,25.30075,0,19.51772,2.89151,7.95166,1.44576,3.61439,63.61332,50.6015,0.72288
KAKRNA20_10346930_L3Base_CM105_TGGATT,L3Base,L3Base,CM105,CM105,282set_CM105,CM105,CM105:8042MABXX:2:E10,PI587124,1.35814,4.07441,12.67593,41.19678,17.65576,16.75034,7.24339,0,16.29763,121.32677,19.0139,0,7.6961,87.8261,1.81085,17.20305
KAKRNA21_10346931_L3Tip_CM105_TGGATT,L3Tip,L3Tip,CM105,CM105,282set_CM105,CM105,CM105:8042MABXX:2:E10,PI587124,0,0,11.34502,154.57594,17.01753,15.59941,28.36256,0,25.5263,7.09064,25.5263,0,25.5263,26.94443,7.09064,174.42973
KAKRNA18_Kern_CM105_CGTCGC,Kern,Kern,CM105,CM105,282set_CM105,CM105,CM105:8042MABXX:2:E10,PI587124,2.23205,6.24975,7.58899,12.05309,24.5526,39.28416,6.69616,0,29.46312,0.44641,10.71386,4.0177,8.48181,49.99802,13.39233,0
10344823_LMAD8_CM37_TACCTT,LMAD8,LMAD,CM37,CM37,282set_CM37,CM37,CM37:8042MABXX:4:H6,Ames20190,7.03372,2.06874,7.86121,7.03372,7.86121,8.68871,5.79247,22.75614,12.82619,0,53.3735,0.41375,21.10115,20.6874,10.75745,0
10344826_LMAN8_CM37_TGCACG,LMAN8,LMAN,CM37,CM37,282set_CM37,CM37,CM37:8042MABXX:4:H6,Ames20190,11.48124,6.37847,9.5677,3.18923,12.11909,26.78957,65.69822,12.11909,16.58402,0,28.06526,0.63785,22.32464,31.89234,3.82708,3.18923
KAKRNA3_GShoot_CM37_AACGCC,GShoot,GShoot,CM37,CM37,282set_CM37,CM37,CM37:8042MABXX:4:H6,Ames20190,2.06237,8.24948,11.1368,11.54928,2.47484,33.4104,54.03411,3.29979,11.96175,110.95554,19.79876,0.41247,7.01206,65.58339,7.01206,2.88732
KAKRNA4_10346258_GRoot_CM37_AACGCC,GRoot,GRoot,CM37,CM37,282set_CM37,CM37,CM37:8042MABXX:4:H6,Ames20190,2.43122,7.29366,10.94048,4.86244,6.68585,12.7639,60.17266,0,6.68585,6.07805,25.5278,1.21561,2.43122,54.70242,15.80292,0.6078
KAKRNA27_10346929_L3Tip_CM37_CCGCAA,L3Tip,L3Tip,CM37,CM37,282set_CM37,CM37,CM37:8042MABXX:4:H6,Ames20190,1.21831,1.21831,4.87324,136.45066,4.87324,3.65493,38.9859,21.92957,19.49295,17.05633,29.23943,0,21.92957,30.45774,12.18309,121.83095
KAKRNA26_L3Base_CM37_CCGCAA,L3Base,L3Base,CM37,CM37,282set_CM37,CM37,CM37:8042MABXX:4:H6,Ames20190,0.39947,1.1984,11.58456,23.56858,7.19041,22.76964,15.9787,2.79627,9.98669,24.76698,17.97604,1.1984,4.79361,181.75769,1.99734,21.17178
KAKRNA18_Kern_CM37_CCGCAA,Kern,Kern,CM37,CM37,282set_CM37,CM37,CM37:8042MABXX:4:H6,Ames20190,0.92652,6.48565,5.25029,12.35363,5.25029,29.64871,3.08841,10.19174,32.73712,0,11.42711,2.16188,4.94145,40.45813,35.20784,0
10344823_GShoot_CM7_GGTGAG,GShoot,GShoot,CM7,CM7,282set_CM7,CM7,CM7:8042MABXX:3:H6,Ames27070,0,15.28876,4.70423,18.81694,9.40847,12.93665,36.45782,3.52818,3.52818,75.26776,15.28876,0,12.93665,70.56352,4.70423,4.70423
10344823_LMAD8_CM7_CCTAAG,LMAD8,LMAD,CM7,CM7,282set_CM7,CM7,CM7:8042MABXX:3:H6,Ames27070,6.54914,2.88162,4.71538,4.45341,5.50127,9.16879,7.85896,9.95469,14.4081,0,51.86916,0,20.43331,21.2192,23.83886,0.7859
10344826_LMAN8_CM7_TTAACT,LMAN8,LMAN,CM7,CM7,282set_CM7,CM7,CM7:8042MABXX:3:H6,Ames27070,5.37238,3.58159,13.72941,4.17852,14.92327,17.311,41.18824,13.13248,14.92327,0,40.59131,0,26.26496,30.44348,2.98465,2.38772
KAKRNA27_10346929_L3Tip_CM7_GTAGAA,L3Tip,L3Tip,CM7,CM7,282set_CM7,CM7,CM7:8042MABXX:3:H6,Ames27070,3.49299,0.58217,8.15031,172.32091,2.91083,4.65732,5.23949,16.88279,18.62929,20.37578,30.27259,0,25.61527,17.46496,4.65732,97.22159
KAKRNA26_L3Base_CM7_GTAGAA,L3Base,L3Base,CM7,CM7,282set_CM7,CM7,CM7:8042MABXX:3:H6,Ames27070,0,1.54173,16.73882,10.79213,5.72644,26.87021,8.58966,4.84545,10.79213,26.64996,14.31609,0.88099,9.91114,122.67792,0.88099,12.33387
KAKRNA18_Kern_CM7_CCTAAG,Kern,Kern,CM7,CM7,282set_CM7,CM7,CM7:8042MABXX:3:H6,Ames27070,0.32551,3.90616,3.90616,11.39298,4.8827,34.17893,4.55719,5.53373,32.22585,0,7.1613,3.25514,4.23168,35.48098,35.48098,0
