AC148152.3_FG005,trait,value
-0.389451572449578,AnthesistoSilkInterval,
0.241260545087254,AnthesistoSilkInterval,-0.320611992628701
2.54154207848531,AnthesistoSilkInterval,-0.304370976816108
-0.389451572449578,AnthesistoSilkInterval,0.512613568831156
-0.306663637591426,AnthesistoSilkInterval,-0.850608431585999
-0.389451572449578,AnthesistoSilkInterval,-1.49776672269552
0.383461557004463,AnthesistoSilkInterval,-0.701189082257524
-0.251264613588923,AnthesistoSilkInterval,0.157950666139077
-0.197927777520336,AnthesistoSilkInterval,-1.89930107379014
-0.389451572449578,AnthesistoSilkInterval,1.80669370513251
-0.389451572449578,AnthesistoSilkInterval,-0.385293319804219
-0.389451572449578,AnthesistoSilkInterval,-1.05041736100674
-0.243143157404732,AnthesistoSilkInterval,-0.479127209211023
-0.389451572449578,AnthesistoSilkInterval,0.246858079356047
-0.244237899147429,AnthesistoSilkInterval,-0.365907871979157
0.216634796335651,AnthesistoSilkInterval,-0.821017638950982
-0.389451572449578,AnthesistoSilkInterval,-0.0696855060526814
0.112403501512804,AnthesistoSilkInterval,-0.145012445643775
-0.389451572449578,AnthesistoSilkInterval,2.19502443595405
-0.389451572449578,AnthesistoSilkInterval,-0.582476230723141
-0.389451572449578,AnthesistoSilkInterval,0.198661318743085
-0.389451572449578,AnthesistoSilkInterval,-0.702988620271869
-0.389451572449578,AnthesistoSilkInterval,0.416171923241404
-0.389451572449578,AnthesistoSilkInterval,0.675456200996654
-0.389451572449578,AnthesistoSilkInterval,-0.230800576504517
-0.389451572449578,AnthesistoSilkInterval,1.49802423857213
-0.262281619250695,AnthesistoSilkInterval,0.474785832413813
0.189919703265816,AnthesistoSilkInterval,-1.46512601406659
-0.389451572449578,AnthesistoSilkInterval,0.241351486362303
-0.187703398825756,AnthesistoSilkInterval,-0.340443718167497
-0.389451572449578,AnthesistoSilkInterval,0.986096852518923
-0.389451572449578,AnthesistoSilkInterval,-0.287521714863735
0.669355484702185,AnthesistoSilkInterval,0.792657426969291
-0.389451572449578,AnthesistoSilkInterval,0.129685453958166
-0.0319343783951886,AnthesistoSilkInterval,-0.546192454104138
-0.389451572449578,AnthesistoSilkInterval,-0.428091451874493
-0.389451572449578,AnthesistoSilkInterval,-0.994572654455656
0.562052123903709,AnthesistoSilkInterval,0.672576931473901
1.02447612784078,AnthesistoSilkInterval,0.52587675369796
-0.389451572449578,AnthesistoSilkInterval,0.0390631517283557
-0.389451572449578,AnthesistoSilkInterval,-0.223530419147127
-0.225235219223041,AnthesistoSilkInterval,0.873538880922751
-0.389451572449578,AnthesistoSilkInterval,0.871955286310155
2.2153480764642,AnthesistoSilkInterval,0.37017155627332
-0.389451572449578,AnthesistoSilkInterval,-0.390044125391495
-0.142314896991353,AnthesistoSilkInterval,0.434107506796591
-0.389451572449578,AnthesistoSilkInterval,0.275583778915219
-0.149292390486276,AnthesistoSilkInterval,0.608127707568605
-0.389451572449578,AnthesistoSilkInterval,-1.49247606585371
-0.389451572449578,AnthesistoSilkInterval,-0.296565078857139
-0.389451572449578,AnthesistoSilkInterval,-0.802811368536488
-0.389451572449578,AnthesistoSilkInterval,1.05520481643509
1.79268950553432,AnthesistoSilkInterval,0.110173685115447
-0.389451572449578,AnthesistoSilkInterval,-0.00910545779923783
0.230890200826981,AnthesistoSilkInterval,-0.789818138296278
0.0057858394182805,AnthesistoSilkInterval,-1.12870747238972
8.02601999562283,AnthesistoSilkInterval,-1.25789365865702
-0.389451572449578,AnthesistoSilkInterval,-0.749457819171192
-0.389451572449578,AnthesistoSilkInterval,0.721491077149974
-0.230310068541897,AnthesistoSilkInterval,0.986087362492968
-0.389451572449578,AnthesistoSilkInterval,-0.498185414262014
2.46865434298398,AnthesistoSilkInterval,-0.159420711976119
0.36147676662749,AnthesistoSilkInterval,0.0109898207672821
-0.308340544322874,AnthesistoSilkInterval,-1.26356372079138
-0.389451572449578,AnthesistoSilkInterval,0.00744085555551674
0.686212810265692,AnthesistoSilkInterval,-2.01803200639763
-0.389451572449578,AnthesistoSilkInterval,0.323989102604187
-0.389451572449578,AnthesistoSilkInterval,0.122083022445503
-0.233246352595952,AnthesistoSilkInterval,1.06094251947249
0.367673514073358,AnthesistoSilkInterval,0.371508330463163
-0.389451572449578,AnthesistoSilkInterval,0.0522703679165208
-0.179218726001353,AnthesistoSilkInterval,-1.39683416338265
-0.0387726954204976,AnthesistoSilkInterval,3.38422878028911
0.0417612595395139,AnthesistoSilkInterval,0.925157749242489
0.0860855705635755,AnthesistoSilkInterval,-0.0641173547622725
-0.319958384987615,AnthesistoSilkInterval,-2.44598696672276
-0.312468314738747,AnthesistoSilkInterval,0.604550352027127
-0.389451572449578,AnthesistoSilkInterval,0.0152156662484448
-0.389451572449578,AnthesistoSilkInterval,-0.450990195753434
-0.389451572449578,AnthesistoSilkInterval,5.80543553578105
-0.389451572449578,AnthesistoSilkInterval,0.791380971355397
-0.389451572449578,AnthesistoSilkInterval,0.278952955621647
-0.246415501714684,AnthesistoSilkInterval,-2.33282198870752
-0.389451572449578,AnthesistoSilkInterval,0.87590099840505
0.0270085537604159,AnthesistoSilkInterval,1.23695325499957
1.6486775022381,AnthesistoSilkInterval,-1.10669248989588
-0.389451572449578,AnthesistoSilkInterval,2.09349185180729
-0.389451572449578,AnthesistoSilkInterval,-0.837827802576447
-0.389451572449578,AnthesistoSilkInterval,-3.43721827754304
0.335781735243485,AnthesistoSilkInterval,0.146681466945871
-0.389451572449578,AnthesistoSilkInterval,-2.01614818912305
-0.389451572449578,AnthesistoSilkInterval,0.209818493581089
-0.389451572449578,AnthesistoSilkInterval,0.0133194155174103
-0.245633058391609,AnthesistoSilkInterval,-0.263017387641333
-0.389451572449578,AnthesistoSilkInterval,-0.536510909427677
0.0527426224468728,AnthesistoSilkInterval,0.657819114644165
0.0541547544312504,AnthesistoSilkInterval,-0.0911827347702704
-0.389451572449578,AnthesistoSilkInterval,-0.0772075949621543
-0.108469555764823,AnthesistoSilkInterval,0.360473742980955
-0.389451572449578,AnthesistoSilkInterval,0.248405693068123
-0.389451572449578,AnthesistoSilkInterval,0.317626101829547
-0.111363407968385,AnthesistoSilkInterval,-0.517769376900302
-0.389451572449578,AnthesistoSilkInterval,-0.850715091067854
-0.0608219822102194,AnthesistoSilkInterval,2.54996647880585
-0.389451572449578,AnthesistoSilkInterval,-0.650958280666634
2.47224577480963,AnthesistoSilkInterval,0.596410287707539
-0.222767382798419,AnthesistoSilkInterval,-0.309162671438031
-0.389451572449578,AnthesistoSilkInterval,0.716032108281877
-0.389451572449578,AnthesistoSilkInterval,-0.0350573003469589
-0.389451572449578,AnthesistoSilkInterval,0.514629057497078
-0.389451572449578,AnthesistoSilkInterval,-0.323561882734151
-0.389451572449578,AnthesistoSilkInterval,-1.06675721373585
-0.291870197235855,AnthesistoSilkInterval,0.240271754853909
-0.301015109653916,AnthesistoSilkInterval,-0.268719066279253
0.0369410013236098,AnthesistoSilkInterval,2.44490218403996
-0.180949945501432,AnthesistoSilkInterval,-0.152366498020485
-0.031722219142728,AnthesistoSilkInterval,-0.461567942521278
-0.389451572449578,AnthesistoSilkInterval,0.00860460533032104
-0.106169749468151,AnthesistoSilkInterval,-0.130355792925649
-0.209964844867939,AnthesistoSilkInterval,0.477121582268617
-0.389451572449578,AnthesistoSilkInterval,-0.0364969351083318
-0.0371042750591477,AnthesistoSilkInterval,0.438678357132464
-0.389451572449578,AnthesistoSilkInterval,0.952332869909591
-0.0603467454847077,AnthesistoSilkInterval,-0.191874135776699
-0.117711212802006,AnthesistoSilkInterval,0.523114663158705
-0.00323177744830349,AnthesistoSilkInterval,1.39048287303789
-0.389451572449578,AnthesistoSilkInterval,0.428873108626552
-0.389451572449578,AnthesistoSilkInterval,0.160470032408858
-0.28689718435818,AnthesistoSilkInterval,-0.314453321030019
-0.389451572449578,AnthesistoSilkInterval,0.203066503240197
-0.389451572449578,AnthesistoSilkInterval,-2.16772286181606
-0.300502532899971,AnthesistoSilkInterval,0.591696818738784
0.397447094926664,AnthesistoSilkInterval,-0.712068044913892
0.758579482642982,AnthesistoSilkInterval,-0.113024591351485
-0.389451572449578,AnthesistoSilkInterval,1.17567348226609
-0.389451572449578,AnthesistoSilkInterval,-0.38208953344305
-0.214496566500497,AnthesistoSilkInterval,1.4553700736029
0.614996889673749,AnthesistoSilkInterval,1.57566651250004
-0.297719003507688,AnthesistoSilkInterval,-0.806402259508419
-0.298211212973397,AnthesistoSilkInterval,-0.0323579860756133
-0.389451572449578,AnthesistoSilkInterval,-1.77940025805264
-0.0301760025107955,AnthesistoSilkInterval,1.64356738716461
0.102260591971169,AnthesistoSilkInterval,-1.60049961750392
2.09742317485054,AnthesistoSilkInterval,0.853006147684193
-0.389451572449578,AnthesistoSilkInterval,0.780702785458831
-0.173689007245221,AnthesistoSilkInterval,0.908598980681785
-0.389451572449578,AnthesistoSilkInterval,1.84984386714164
0.70699253608869,AnthesistoSilkInterval,1.08182990708794
-0.389451572449578,AnthesistoSilkInterval,0.641035702887121
0.110750356617631,AnthesistoSilkInterval,1.65449648963723
0.273995869104909,AnthesistoSilkInterval,-0.464519202844374
-0.327742083641888,AnthesistoSilkInterval,0.631398396666225
-0.257527554721559,AnthesistoSilkInterval,0.150148610589378
-0.389451572449578,AnthesistoSilkInterval,-0.54760152358714
-0.100280208619845,AnthesistoSilkInterval,-0.110324175106142
-0.389451572449578,AnthesistoSilkInterval,-0.503430317434036
-0.389451572449578,AnthesistoSilkInterval,-0.301100709524514
-0.389451572449578,AnthesistoSilkInterval,-0.305131694106194
-0.187032975587981,AnthesistoSilkInterval,-0.624770492439402
-0.389451572449578,AnthesistoSilkInterval,0.126287596928849
9.97100436938424,AnthesistoSilkInterval,-0.342336590478293
-0.389451572449578,AnthesistoSilkInterval,-0.392527489011257
2.43330351970199,AnthesistoSilkInterval,0.196809458714014
0.12302164777995,AnthesistoSilkInterval,-0.862880122611177
-0.389451572449578,AnthesistoSilkInterval,0.750630995679774
-0.389451572449578,AnthesistoSilkInterval,-0.811129198659166
0.252837651175522,AnthesistoSilkInterval,-1.10023371163247
-0.115165301772479,AnthesistoSilkInterval,0.961870780977119
-0.389451572449578,AnthesistoSilkInterval,0.831822706058327
-0.25009688906338,AnthesistoSilkInterval,0.396420083566566
